GO,ENTREZID,ONTOLOGY,SYMBOL,Terms
hsa03040,56259,KEGG,CTNNBL1,Spliceosome
hsa03040,56949,KEGG,XAB2,Spliceosome
hsa03040,57187,KEGG,THOC2,Spliceosome
hsa03040,57461,KEGG,ISY1,Spliceosome
hsa03040,57819,KEGG,LSM2,Spliceosome
hsa03040,58517,KEGG,RBM25,Spliceosome
hsa03040,6060,KEGG,RNU1-4,Spliceosome
hsa03040,6066,KEGG,RNU2-1,Spliceosome
hsa03040,6100,KEGG,RP9,Spliceosome
hsa03040,6426,KEGG,SRSF1,Spliceosome
hsa03040,6427,KEGG,SRSF2,Spliceosome
hsa03040,6428,KEGG,SRSF3,Spliceosome
hsa03040,6429,KEGG,SRSF4,Spliceosome
hsa03040,6430,KEGG,SRSF5,Spliceosome
hsa03040,6431,KEGG,SRSF6,Spliceosome
hsa03040,6432,KEGG,SRSF7,Spliceosome
hsa03040,6434,KEGG,TRA2B,Spliceosome
hsa03040,6625,KEGG,SNRNP70,Spliceosome
hsa03040,6626,KEGG,SNRPA,Spliceosome
hsa03040,6627,KEGG,SNRPA1,Spliceosome
hsa03040,6628,KEGG,SNRPB,Spliceosome
hsa03040,6629,KEGG,SNRPB2,Spliceosome
hsa03040,6631,KEGG,SNRPC,Spliceosome
hsa03040,6632,KEGG,SNRPD1,Spliceosome
hsa03040,6633,KEGG,SNRPD2,Spliceosome
hsa03040,6634,KEGG,SNRPD3,Spliceosome
hsa03040,6635,KEGG,SNRPE,Spliceosome
hsa03040,6636,KEGG,SNRPF,Spliceosome
hsa03040,6637,KEGG,SNRPG,Spliceosome
hsa03040,7307,KEGG,U2AF1,Spliceosome
hsa03040,7919,KEGG,DDX39B,Spliceosome
hsa03040,8175,KEGG,SF3A2,Spliceosome
hsa03040,83443,KEGG,SF3B5,Spliceosome
hsa03040,84321,KEGG,THOC3,Spliceosome
hsa03040,8449,KEGG,DHX16,Spliceosome
hsa03040,84844,KEGG,PHF5A,Spliceosome
hsa03040,84950,KEGG,PRPF38A,Spliceosome
hsa03040,84991,KEGG,RBM17,Spliceosome
hsa03040,8559,KEGG,PRPF18,Spliceosome
hsa03040,8683,KEGG,SRSF9,Spliceosome
hsa03040,8896,KEGG,BUD31,Spliceosome
hsa03040,9092,KEGG,SART1,Spliceosome
hsa03040,9128,KEGG,PRPF4,Spliceosome
hsa03040,9129,KEGG,PRPF3,Spliceosome
hsa03040,9343,KEGG,EFTUD2,Spliceosome
hsa03040,9410,KEGG,SNRNP40,Spliceosome
hsa03040,9416,KEGG,DDX23,Spliceosome
hsa03040,9716,KEGG,AQR,Spliceosome
hsa03040,9775,KEGG,EIF4A3,Spliceosome
hsa03040,9785,KEGG,DHX38,Spliceosome
hsa03040,9879,KEGG,DDX46,Spliceosome
hsa03040,988,KEGG,CDC5L,Spliceosome
hsa03040,9939,KEGG,RBM8A,Spliceosome
hsa03040,9984,KEGG,THOC1,Spliceosome
GO:0003725,192669,MF,AGO3,double-stranded RNA binding
GO:0003725,3326,MF,HSP90AB1,double-stranded RNA binding
GO:0003725,103,MF,ADAR,double-stranded RNA binding
GO:0003725,23405,MF,DICER1,double-stranded RNA binding
GO:0003725,6895,MF,TARBP2,double-stranded RNA binding
GO:0003725,56919,MF,DHX33,double-stranded RNA binding
GO:0003725,54542,MF,RC3H2,double-stranded RNA binding
GO:0003725,23586,MF,DDX58,double-stranded RNA binding
GO:0003725,54920,MF,DUS2,double-stranded RNA binding
GO:0003725,1653,MF,DDX1,double-stranded RNA binding
GO:0003725,4938,MF,OAS1,double-stranded RNA binding
GO:0003725,1665,MF,DHX15,double-stranded RNA binding
GO:0003725,51663,MF,ZFR,double-stranded RNA binding
GO:0003725,4622,MF,MYH4,double-stranded RNA binding
GO:0003725,27161,MF,AGO2,double-stranded RNA binding
GO:0003725,51284,MF,TLR7,double-stranded RNA binding
GO:0003725,79706,MF,PRKRIP1,double-stranded RNA binding
GO:0003725,5610,MF,EIF2AK2,double-stranded RNA binding
GO:0003725,92140,MF,MTDH,double-stranded RNA binding
GO:0003725,23180,MF,RFTN1,double-stranded RNA binding
GO:0003725,64135,MF,IFIH1,double-stranded RNA binding
GO:0003725,1973,MF,EIF4A1,double-stranded RNA binding
GO:0003725,192670,MF,AGO4,double-stranded RNA binding
GO:0003725,4940,MF,OAS3,double-stranded RNA binding
GO:0003725,54840,MF,APTX,double-stranded RNA binding
GO:0003725,79132,MF,DHX58,double-stranded RNA binding
GO:0003725,1994,MF,ELAVL1,double-stranded RNA binding
GO:0003725,7098,MF,TLR3,double-stranded RNA binding
GO:0003725,54487,MF,DGCR8,double-stranded RNA binding
GO:0003725,26065,MF,LSM14A,double-stranded RNA binding
GO:0003725,79693,MF,YRDC,double-stranded RNA binding
GO:0003725,4939,MF,OAS2,double-stranded RNA binding
GO:0003725,104,MF,ADARB1,double-stranded RNA binding
GO:0003725,9208,MF,LRRFIP1,double-stranded RNA binding
GO:0003725,1660,MF,DHX9,double-stranded RNA binding
GO:0003725,23567,MF,ZNF346,double-stranded RNA binding
GO:0003725,105,MF,ADARB2,double-stranded RNA binding
GO:0003725,51092,MF,SIDT2,double-stranded RNA binding
GO:0003725,1213,MF,CLTC,double-stranded RNA binding
GO:0003725,3609,MF,ILF3,double-stranded RNA binding
GO:0003725,4154,MF,MBNL1,double-stranded RNA binding
GO:0003725,3192,MF,HNRNPU,double-stranded RNA binding
GO:0003725,26523,MF,AGO1,double-stranded RNA binding
GO:0003725,3608,MF,ILF2,double-stranded RNA binding
GO:0003725,54847,MF,SIDT1,double-stranded RNA binding
GO:0003725,22907,MF,DHX30,double-stranded RNA binding
GO:0003725,8638,MF,OASL,double-stranded RNA binding
GO:0003725,6832,MF,SUPV3L1,double-stranded RNA binding
GO:0003725,161931,MF,ADAD2,double-stranded RNA binding
GO:0003725,55601,MF,DDX60,double-stranded RNA binding
GO:0003725,9188,MF,DDX21,double-stranded RNA binding
GO:0003725,8575,MF,PRKRA,double-stranded RNA binding
GO:0003725,51311,MF,TLR8,double-stranded RNA binding
GO:0003725,10376,MF,TUBA1B,double-stranded RNA binding
GO:0003725,27067,MF,STAU2,double-stranded RNA binding
GO:0003725,6780,MF,STAU1,double-stranded RNA binding
GO:0003725,7431,MF,VIM,double-stranded RNA binding
GO:0003725,65080,MF,MRPL44,double-stranded RNA binding
GO:0003725,170506,MF,DHX36,double-stranded RNA binding
GO:0003725,3329,MF,HSPD1,double-stranded RNA binding
GO:0003725,6520,MF,SLC3A2,double-stranded RNA binding
GO:0003725,10383,MF,TUBB4B,double-stranded RNA binding
GO:0003725,4478,MF,MSN,double-stranded RNA binding
GO:0003725,23217,MF,ZFR2,double-stranded RNA binding
GO:0003725,87,MF,ACTN1,double-stranded RNA binding
GO:0003725,149041,MF,RC3H1,double-stranded RNA binding
GO:0003725,55342,MF,STRBP,double-stranded RNA binding
GO:0003725,29102,MF,DROSHA,double-stranded RNA binding
GO:0003725,132612,MF,ADAD1,double-stranded RNA binding
GO:0003725,7037,MF,TFRC,double-stranded RNA binding
hsa04210,10000,KEGG,AKT3,Apoptosis
hsa04210,10018,KEGG,BCL2L11,Apoptosis
hsa04210,10038,KEGG,PARP2,Apoptosis
hsa04210,10039,KEGG,PARP3,Apoptosis
hsa04210,100506742,KEGG,CASP12,Apoptosis
hsa04210,10376,KEGG,TUBA1B,Apoptosis
hsa04210,1075,KEGG,CTSC,Apoptosis
hsa04210,10912,KEGG,GADD45G,Apoptosis
hsa04210,112714,KEGG,TUBA3E,Apoptosis
hsa04210,113457,KEGG,TUBA3D,Apoptosis
hsa04210,1147,KEGG,CHUK,Apoptosis
hsa04210,142,KEGG,PARP1,Apoptosis
hsa04210,143,KEGG,PARP4,Apoptosis
hsa04210,1439,KEGG,CSF2RB,Apoptosis
hsa04210,1508,KEGG,CTSB,Apoptosis
hsa04210,1509,KEGG,CTSD,Apoptosis
hsa04210,1512,KEGG,CTSH,Apoptosis
hsa04210,1513,KEGG,CTSK,Apoptosis
hsa04210,1514,KEGG,CTSL,Apoptosis
hsa04210,1515,KEGG,CTSV,Apoptosis
hsa04210,1519,KEGG,CTSO,Apoptosis
hsa04210,1520,KEGG,CTSS,Apoptosis
hsa04210,1521,KEGG,CTSW,Apoptosis
hsa04210,1522,KEGG,CTSZ,Apoptosis
hsa04210,153090,KEGG,DAB2IP,Apoptosis
hsa04210,1616,KEGG,DAXX,Apoptosis
hsa04210,1647,KEGG,GADD45A,Apoptosis
hsa04210,1649,KEGG,DDIT3,Apoptosis
hsa04210,1676,KEGG,DFFA,Apoptosis
hsa04210,1677,KEGG,DFFB,Apoptosis
hsa04210,1965,KEGG,EIF2S1,Apoptosis
hsa04210,2021,KEGG,ENDOG,Apoptosis
hsa04210,207,KEGG,AKT1,Apoptosis
hsa04210,208,KEGG,AKT2,Apoptosis
hsa04210,2081,KEGG,ERN1,Apoptosis
hsa04210,2353,KEGG,FOS,Apoptosis
hsa04210,27113,KEGG,BBC3,Apoptosis
hsa04210,27429,KEGG,HTRA2,Apoptosis
hsa04210,3002,KEGG,GZMB,Apoptosis
hsa04210,317,KEGG,APAF1,Apoptosis
hsa04210,3265,KEGG,HRAS,Apoptosis
hsa04210,329,KEGG,BIRC2,Apoptosis
hsa04210,330,KEGG,BIRC3,Apoptosis
hsa04210,331,KEGG,XIAP,Apoptosis
hsa04210,332,KEGG,BIRC5,Apoptosis
hsa04210,355,KEGG,FAS,Apoptosis
hsa04210,3551,KEGG,IKBKB,Apoptosis
hsa04210,356,KEGG,FASLG,Apoptosis
hsa04210,3562,KEGG,IL3,Apoptosis
hsa04210,3563,KEGG,IL3RA,Apoptosis
hsa04210,3708,KEGG,ITPR1,Apoptosis
hsa04210,3709,KEGG,ITPR2,Apoptosis
hsa04210,3710,KEGG,ITPR3,Apoptosis
hsa04210,3725,KEGG,JUN,Apoptosis
hsa04210,3845,KEGG,KRAS,Apoptosis
hsa04210,4000,KEGG,LMNA,Apoptosis
hsa04210,4001,KEGG,LMNB1,Apoptosis
hsa04210,4170,KEGG,MCL1,Apoptosis
hsa04210,4217,KEGG,MAP3K5,Apoptosis
hsa04210,4616,KEGG,GADD45B,Apoptosis
hsa04210,468,KEGG,ATF4,Apoptosis
hsa04210,472,KEGG,ATM,Apoptosis
hsa04210,4790,KEGG,NFKB1,Apoptosis
hsa04210,4792,KEGG,NFKBIA,Apoptosis
hsa04210,4803,KEGG,NGF,Apoptosis
hsa04210,4893,KEGG,NRAS,Apoptosis
hsa04210,4914,KEGG,NTRK1,Apoptosis
hsa04210,5170,KEGG,PDPK1,Apoptosis
hsa04210,51807,KEGG,TUBA8,Apoptosis
hsa04210,5290,KEGG,PIK3CA,Apoptosis
hsa04210,5291,KEGG,PIK3CB,Apoptosis
hsa04210,5293,KEGG,PIK3CD,Apoptosis
hsa04210,5295,KEGG,PIK3R1,Apoptosis
hsa04210,5296,KEGG,PIK3R2,Apoptosis
hsa04210,5366,KEGG,PMAIP1,Apoptosis
hsa04210,5414,KEGG,SEPTIN4,Apoptosis
hsa04210,54205,KEGG,CYCS,Apoptosis
hsa04210,55367,KEGG,PIDD1,Apoptosis
hsa04210,5551,KEGG,PRF1,Apoptosis
hsa04210,5594,KEGG,MAPK1,Apoptosis
hsa04210,5595,KEGG,MAPK3,Apoptosis
hsa04210,5599,KEGG,MAPK8,Apoptosis
hsa04210,5601,KEGG,MAPK9,Apoptosis
hsa04210,5602,KEGG,MAPK10,Apoptosis
hsa04210,5604,KEGG,MAP2K1,Apoptosis
hsa04210,5605,KEGG,MAP2K2,Apoptosis
hsa04210,56616,KEGG,DIABLO,Apoptosis
hsa04210,572,KEGG,BAD,Apoptosis
hsa04210,578,KEGG,BAK1,Apoptosis
hsa04210,5783,KEGG,PTPN13,Apoptosis
hsa04210,581,KEGG,BAX,Apoptosis
hsa04210,5894,KEGG,RAF1,Apoptosis
hsa04210,596,KEGG,BCL2,Apoptosis
hsa04210,597,KEGG,BCL2A1,Apoptosis
hsa04210,5970,KEGG,RELA,Apoptosis
hsa04210,598,KEGG,BCL2L1,Apoptosis
hsa04210,60,KEGG,ACTB,Apoptosis
hsa04210,637,KEGG,BID,Apoptosis
hsa04210,63970,KEGG,TP53AIP1,Apoptosis
hsa04210,6708,KEGG,SPTA1,Apoptosis
hsa04210,6709,KEGG,SPTAN1,Apoptosis
hsa04210,71,KEGG,ACTG1,Apoptosis
hsa04210,7124,KEGG,TNF,Apoptosis
hsa04210,7132,KEGG,TNFRSF1A,Apoptosis
hsa04210,7157,KEGG,TP53,Apoptosis
hsa04210,7185,KEGG,TRAF1,Apoptosis
hsa04210,7186,KEGG,TRAF2,Apoptosis
hsa04210,7277,KEGG,TUBA4A,Apoptosis
hsa04210,7278,KEGG,TUBA3C,Apoptosis
hsa04210,7846,KEGG,TUBA1A,Apoptosis
hsa04210,79861,KEGG,TUBAL3,Apoptosis
hsa04210,823,KEGG,CAPN1,Apoptosis
hsa04210,824,KEGG,CAPN2,Apoptosis
hsa04210,835,KEGG,CASP2,Apoptosis
hsa04210,836,KEGG,CASP3,Apoptosis
hsa04210,839,KEGG,CASP6,Apoptosis
hsa04210,840,KEGG,CASP7,Apoptosis
hsa04210,841,KEGG,CASP8,Apoptosis
hsa04210,842,KEGG,CASP9,Apoptosis
hsa04210,843,KEGG,CASP10,Apoptosis
hsa04210,84790,KEGG,TUBA1C,Apoptosis
hsa04210,84823,KEGG,LMNB2,Apoptosis
hsa04210,8503,KEGG,PIK3R3,Apoptosis
hsa04210,8517,KEGG,IKBKG,Apoptosis
hsa04210,8717,KEGG,TRADD,Apoptosis
hsa04210,8722,KEGG,CTSF,Apoptosis
hsa04210,8737,KEGG,RIPK1,Apoptosis
hsa04210,8739,KEGG,HRK,Apoptosis
hsa04210,8743,KEGG,TNFSF10,Apoptosis
hsa04210,8772,KEGG,FADD,Apoptosis
hsa04210,8795,KEGG,TNFRSF10B,Apoptosis
hsa04210,8797,KEGG,TNFRSF10A,Apoptosis
hsa04210,8837,KEGG,CFLAR,Apoptosis
hsa04210,9020,KEGG,MAP3K14,Apoptosis
hsa04210,9131,KEGG,AIFM1,Apoptosis
hsa04210,9451,KEGG,EIF2AK3,Apoptosis
