Gene.Symbol,ENTREZ_GENE_ID
EPB41L2,2037
EPHA1,2041
EPHA4,2043
EPHA5,2044
EPHA7,2045
EPHA8,2046
EPHB1,2047
CLN8,2055
ERBB2,2064
ERBB3,2065
ERBB4,2066
ERCC1,2067
ERCC2,2068
EYA4,2070
ERCC4,2072
ERCC6,2074
ERF,2077
ERG,2078
ERH,2079
ERN1,2081
ESD,2098
ESRRB,2103
ETS1,2113
ETS2,2114
ETV3,2117
ETV5,2119
ETV6,2120
EVC,2121
MECOM,2122
EVX1,2128
EWSR1,2130
EXT1,2131
EYA3,2140
EZH1,2145
F2RL2,2151
F5,2153
F7,2155
FABP4,2167
FABP1,2168
FANCA,2175
FANCC,2176
FANCD2,2177
FAH,2184
BPTF,2186
FANCB,2187
FANCF,2188
FAU,2197
FBN1,2200
EFEMP1,2202
FDFT1,2222
FDX1,2230
FECH,2235
FER,2241
FGA,2243
FGF9,2254
FGF10,2255
FGF11,2256
FGF12,2257
FGF14,2259
FGFR1,2260
FGFR2,2263
FKBP3,2287
FKBP5,2289
FOXL1,2300
FOXC2,2303
FOXS1,2307
FOXO1,2308
FOXO3,2309
FLI1,2313
FLT1,2321
FLT4,2324
FMO2,2327
FNTA,2339
FOLR2,2350
FOSL2,2355
FPR3,2359
FXN,2395
FRK,2444
FRZB,2487
FUCA1,2517
FUCA2,2519
FUS,2521
KDSR,2531
FYB,2533
FZD2,2535
GAB1,2549
GABBR1,2550
GABPA,2551
GABRA1,2554
GABRA4,2557
GABRB2,2561
GABRB3,2562
GABRD,2563
GABRG1,2565
GAD2,2572
GALK1,2584
GALK2,2585
GALNS,2588
GALNT2,2590
GALT,2592
GANC,2595
GAPDH,2597
GART,2618
GATA4,2626
GATA6,2627
GATM,2628
GBP1,2633
GBP2,2634
GBP3,2635
NR6A1,2649
GCNT1,2650
GCNT2,2651
GDI2,2665
GDNF,2668
GFAP,2670
GFPT1,2673
GFRA1,2674
GFRA3,2676
GGCX,2677
GGT1,2678
GGTA1P,2681
B4GALT1,2683
GGT7,2686
GHSR,2693
GIPR,2696
GJA3,2700
GJA5,2702
GJB2,2706
GPC3,2719
GCLM,2730
GLE1,2733
GLG1,2734
GLI2,2736
GLI3,2737
GLI4,2738
GLRB,2743
GLS,2744
GLUL,2752
GM2A,2760
GMDS,2762
GNA12,2768
GNAI1,2770
GNAO1,2775
GNAQ,2776
GNAS,2778
GNG7,2788
GNG11,2791
GNGT2,2793
GNL1,2794
GNRH1,2796
GOLGA2,2801
GOLGA3,2802
GPD2,2820
GPLD1,2822
GPM6A,2823
NPBWR1,2831
PRLHR,2834
GPR22,2845
MCHR1,2847
GPR26,2849
GPR27,2850
GPR34,2857
GPR39,2863
FFAR1,2864
GRK4,2868
MKNK2,2872
GPX2,2877
GRB2,2885
RAPGEF1,2889
GRIA2,2891
GRIA3,2892
GRIA4,2893
GRID1,2894
GRIK3,2899
GRIN2A,2903
GRIN2B,2904
GRIN2D,2906
NR3C1,2908
ARHGAP35,2909
GRM2,2912
CXCL2,2920
PDIA3,2923
GSK3B,2932
GSN,2934
GSPT1,2935
GSR,2936
GSTA4,2941
GSTM3,2947
GSTT1,2952
GTF2A1,2957
GTF2A2,2958
GTF2H1,2965
GTF2H3,2967
GTF3A,2971
GUCY1A2,2977
GUCA1A,2978
GUCA1B,2979
GUCY1A3,2982
GUK1,2987
GUSB,2990
HAL,3034
HAS2,3037
HAS3,3038
HBM,3042
HCFC1,3054
HDAC2,3066
HDLBP,3069
HELLS,3070
NCKAP1L,3071
HEXA,3073
HFE,3077
HGD,3081
HIC1,3090
HIP1,3092
UBE2K,3093
HINT1,3094
HIVEP2,3097
HK2 /// RP11-259N19.1,3099
HLA-DOA,3111
HLA-DPB1,3115
HLA-DPB2,3116
MR1,3140
HMGB1,3146
HMGB2,3148
HMGB3,3149
HMGCS2,3158
HMX2,3167
FOXA1,3169
FOXA3,3171
HNF4A,3172
HNF4G,3174
HNMT,3176
HNRNPA2B1,3181
HNRNPC,3183
HNRNPD,3184
HNRNPK,3190
HNRNPU,3192
HOXA3,3200
HOXA7,3204
HOXA13,3209
HOXB1,3211
HOXB3,3213
HOXB4,3214
HOXB8,3218
HOXB9,3219
HOXC9,3225
HOXD8,3234
HOXD10,3236
HOXD13,3239
HPS1,3257
AGFG1,3267
PRMT2,3275
HSD3B1,3283
HSD17B1,3292
HSPA1L,3305
HSPA5,3309
HSPA9,3313
HSP90AB1,3326
HSPD1,3329
DNAJC4,3338
FOXN2,3344
HTR2A,3356
HTR7,3363
TNC,3371
IBSP,3381
ICA1,3382
ID4,3400
IDH1,3417
IDH3A,3419
IDI1,3422
IDS,3423
SP110,3431
IFIT2,3433
IFIT3,3437
IFNAR1,3454
IFNAR2,3455
IFNGR1,3459
IFRD1,3475
IGF1,3479
IGF1R,3480
IGFBP1,3484
IGHD,3495
IGHG1,3500
IGHMBP2,3508
RBPJ,3516
IGLC1 /// IGLV9-49 /// IGLV9-49,3537
IGSF1,3547
IHH,3549
IK,3550
IL6R,3570
IL6ST,3572
IL7R,3575
IL12RB1,3594
TNFRSF9,3604
FOXK2,3607
ILF2,3608
ING1,3621
INHBA,3624
INPP4A,3631
INSR,3643
EIF3E,3646
IPP,3652
IRAK2,3656
IREB2,3658
IRF1,3659
IRF5,3663
IRS1,3667
ITGA1,3672
ITGA2,3673
ITGA9,3680
ITGB2,3689
ITGB4,3691
ITGB8,3696
ITIH4,3700
ITPKB,3707
ITPR1,3708
ITPR3,3710
IVD,3712
JAK1,3716
JAK3,3718
JARID2,3720
JUND,3727
KAL1,3730
CD82,3732
KARS,3735
KCNA1,3736
KCNA2,3737
KCNA7,3743
KCNB1,3745
KCNC1,3746
KCNC2,3747
KCNC3,3748
KCNC4,3749
KCNE1,3753
KCNJ3,3760
KCNJ5,3762
KCNJ6,3763
KCNJ9,3765
KCNJ10,3766
KCNJ11,3767
KCNJ15,3772
KCNJ16,3773
KCNK3,3777
KCNMA1,3778
KCNN3,3782
KCNQ3,3786
KCNS2,3788
KIF5A,3798
KIF5B,3799
KNG1,3827
KLC1,3831
KPNA4,3840
KPNA5,3841
TNPO1,3842
IPO5,3843
KRT19,3880
KRT82,3888
AFF3,3899
LAMA3,3909
LAMP2,3920
LCP2,3937
LETM1,3954
LFNG,3955
LIFR,3977
LIG3,3980
LIG4,3981
LLGL1,3996
LMAN1,3998
LMNA,4000
LMO2,4005
LMO7,4008
LNPEP,4012
LOXL2,4017
LPP,4026
LRP2,4036
LRP3,4037
LRP6,4040
LRP5,4041
LRPAP1,4043
LSAMP,4045
LTBP2,4053
LTBP3,4054
LTBR,4055
LUM,4060
LY9,4063
TACSTD2,4070
TM4SF1,4071
CAPRIN1,4076
MARCKS,4082
MXD1,4084
MAD2L1,4085
SMAD1,4086
SMAD2,4087
SMAD4,4089
SMAD5,4090
SMAD9,4093
MAFG,4097
MAN2C1,4123
MAN2A1,4124
MAP1B,4131
MAP2,4133
MAP4,4134
MAP6,4135
MAPT,4137
MARK1,4139
MARK3,4140
MBD1,4152
MBNL1,4154
MBP,4155
MCC,4163
CHST6,4166
MCL1,4170
MCM4,4173
MCM6,4175
ADAM11,4185
MDM2,4193
MDM4,4194
MEF2A,4205
MEF2D,4209
MAP3K1,4214
MAP3K3,4215
MFI2,4241
MGAT3,4248
CTAGE5,4253
KITLG,4254
MGP,4256
MGST1,4257
MGST3,4259
MITF,4286
ATXN3,4287
MKLN1,4289
KMT2A,4297
MLLT1,4298
MLLT4,4301
MLLT6,4302
TRPM1,4308
MMP8,4317
MMP11,4320
MMP15,4324
MMP16,4325
MNT,4335
MOBP,4336
MOCS2,4338
MOV10,4343
MPI,4351
MRE11A,4361
MSN,4478
MSRA,4482
MSX1,4487
MTAP,4507
ATP6,4508
MTCP1,4515
MTF1,4520
CTD-2555O16.4 /// MTHFD1,4522
MTHFR,4524
ND4,4538
MTR,4548
MUC4,4585
MUSK,4593
MVK,4598
MYBL1,4603
MYCN,4613
MYH11,4629
MYLK,4638
MYO1C,4641
MYO5A,4644
MYO5B,4645
MYO7B,4648
MYO9A,4649
MYO10,4651
NAB1,4664
HNRNPM,4670
NAIP,4671
NAP1L4,4676
NARS,4677
NASP /// NASP,4678
NBN,4683
NCAM1,4684
NCAM2,4685
NCK1,4690
NCL,4691
NDUFA2,4695
NDUFA10,4705
NDUFB1,4707
NDUFB2,4708
NDUFB4,4710
NDUFB9,4715
NDUFB10,4716
NDUFC1,4717
NDUFS1,4719
NDUFV1,4723
NDUFV3,4731
2-Sep,4735
RPL10A,4736
NEDD9,4739
NEFM,4741
NEO1,4756
NF2,4771
NFATC2,4773
NFIA,4774
NFATC3,4775
NFATC4,4776
NFIB,4781
NFIC,4782
NFIX,4784
NFKBIA,4792
NFKBIB,4793
NFRKB,4798
NFYA,4800
NFYB,4801
NFYC,4802
NHP2L1,4809
NHS,4810
NIT1,4817
NKTR,4820
NQO2,4835
NNMT,4837
NODAL,4838
NONO,4841
NOS1,4842
NOS3,4846
CNOT2,4848
CNOT3,4849
NOTCH1,4851
NOTCH4,4855
NOVA1,4857
NOVA2,4858
NPC1,4864
NPHP1,4867
NPM1,4869
NPY6R,4888
SLC11A2,4891
NRAP,4892
NRAS,4893
NRD1,4898
NRF1,4899
NT5E,4907
NTRK2,4915
NTRK3,4916
ROR1,4919
DDR2,4921
NUCB2,4925
NUMA1,4926
OAS2,4939
OAS3,4940
TBC1D25,4943
OAZ1,4946
ODF2,4957
OGN,4969
OPA1,4976
OPRK1,4986
ORC2,4999
OSM,5008
CLDN11,5010
OTX1,5013
OTX2,5015
OVOL1,5017
P2RX7,5027
P4HA1,5033
PCSK6,5046
PAFAH1B2,5049
PAK1,5058
PAK3,5063
CNTN3,5067
REG3A,5068
PAPPA,5069
PAWR,5074
PAX1,5075
PAX3,5077
PAX6,5080
PAX9,5083
PCBP2,5094
PCCA,5095
PCDH7,5099
PCDH9,5101
PCM1,5108
PCNT,5116
PCYT1A,5130
PDCD2,5134
PDE1A,5136
PDE1C,5137
PDE3A,5139
PDE4A,5141
PDE4D,5144
PDE6D,5147
PDE7A,5150
PDE8A,5151
PDE9A,5152
PDK1,5163
PDK3,5165
PDK4,5166
ENPP1,5167
ENPP3,5169
PENK,5179
PEX13,5194
ATP8B1,5205
PFKFB1,5207
PFKFB2,5208
PFKFB4,5210
VIT,5212
PFKP,5214
CDK14,5218
PGGT1B,5229
PGK1,5230
PGM5,5239
PGR,5241
ABCB1,5243
SLC25A3,5250
PHEX,5251
PHKA1,5255
PHKB,5257
PHKG1,5260
SERPINA1,5265
SERPINB6,5269
SERPINE2,5270
SERPINB9,5272
PIGR,5284
PIK3C2A,5286
PIK3C3,5289
PIK3CA,5290
PIK3CG,5294
PIK3R2,5296
PIP4K2A,5305
PKHD1,5314
PLCL1,5334
PLCG2,5336
PLD1,5337
PLG,5340
PLRG1,5356
PLSCR1,5359
PLXNA2,5362
PMCHL1,5369
PMCHL2,5370
PML,5371
PMP2,5375
PMS1,5378
PMS2P5,5383
PRRX1,5396
4-Sep,5414
POLB,5423
POLH,5429
POLR2F,5435
POLRMT,5442
PON2,5445
POU2F1,5451
POU2F2,5452
POU3F2,5454
POU3F3,5455
POU6F1,5463
PPARA,5465
PPARD,5467
MED1,5469
PPIA,5478
PPM1A,5494
PPOX,5498
PPP1CB,5500
PPP1R1A,5502
PPP1R2,5504
PPP1R3C,5507
PPP2CA,5515
PPP2R2A,5520
PPP2R2C,5522
PPP2R5E,5529
PPP3R2,5535
PPP6C,5537
PRCP,5547
PRELP,5549
PREP,5550
PRKAA1,5562
PRKAA2,5563
PRKAB2,5565
PRKACB,5567
PKIA,5569
PKIB,5570
PRKAR1A,5573
PRKAR2A,5576
PRKCB,5579
PRKCE,5581
PRKCG,5582
PRKCH,5583
PRKG1,5592
MAPK1,5594
MAPK4,5596
MAPK6,5597
MAPK8,5599
MAPK9,5601
MAPK10,5602
MAP2K7,5609
EIF2AK2,5610
DNAJC3,5611
PRLR,5618
PROX1,5629
PRPS2,5634
MASP1,5648
KLK7,5650
PSEN1,5663
PSG5,5673
PSG6,5675
PSMA3,5684
PSMA5,5686
PSMB2,5690
PSMB4,5692
PSMB7,5695
PSMC2,5701
PSPH,5723
PTAFR,5724
PTBP1,5725
PTEN,5728
PTGDR,5729
PTGER1,5731
PTGFRN,5738
PTGS1,5742
PTK2,5747
TWF1,5756
QSOX1,5768
PTPN1,5770
PTPN2,5771
PTPN3,5774
PTPN4,5775
PTPN9,5780
PTPN13,5783
PTPN14,5784
PTPRA,5786
PTPRB,5787
PTPRD,5789
PTPRE,5791
PTPRG,5793
PTPRJ,5795
PTPRK,5796
PTPRS,5802
RAD1,5810
PURA,5813
PURB,5814
PVR,5817
PVRL1,5818
PVRL2,5819
PEX2,5828
ALDH18A1,5832
PCYT2,5833
PYGB,5834
QDPR,5860
RAB1A,5861
RAB3B,5865
RAB5A,5868
RAB27A,5873
RAB27B,5874
RAD23B,5887
RAD52,5893
RALA,5898
RANBP2,5903
RAP1A,5906
RAP1GDS1,5910
RAP2A,5911
RAP2B,5912
RASA2,5922
RASGRF2,5924
ARID4A,5926
KDM5A,5927
RBBP4,5928
RBBP6,5930
RBM4,5936
RBMS1,5937
RBMS2,5939
RBP1,5947
RBP2,5948
RDH5,5959
RDX,5962
REL,5966
REV3L,5980
RFC3,5983
RFX1,5989
RFX2,5990
RFX3,5991
RFX4,5992
RFXAP,5994
RGS12,6002
RGS16,6004
RHEB,6009
RIT1,6016
RNASEL,6041
ROBO2,6092
ROCK1,6093
RORA,6095
RORB,6096
RORC,6097
ROS1,6098
RP9,6100
RP1,6101
RPA1,6117
RPE,6120
RPL6,6128
RPL7,6129
RPL9,6133
RPL11,6135
RPL15,6138
RPL18,6141
RPL19,6143
RPL24,6152
RPL27,6155
RPL30,6156
RPL34,6164
RPL35A,6165
RPL37,6167
RPL36A,6173
RPLP1,6176
MRPL12,6182
RPS5,6193
RPS6,6194
RPS6KA3,6197
RPS6KB1,6198
RPS7,6201
RPS10,6204
RPS14,6208
RPS15A,6210
RPS16,6217
RPS19,6223
RPS23,6228
RPS24,6229
RPS25,6230
RPS27,6232
RPS27A,6233
RPS29,6235
RRAD,6236
RRBP1,6238
RREB1,6239
RTKN,6242
CLIP1,6249
RSU1,6251
SORT1,6272
S100A6,6277
S100A10,6281
SALL1,6299
SARS,6301
SATB1,6304
ATXN1,6310
ATXN7,6314
SCML1,6322
SCN2A,6326
SCN2B,6327
SCN4B,6330
SCN7A,6332
SCN8A,6334
SCN9A,6335
SCNN1G,6340
SCO1,6341
SRL,6345
SDHC,6391
SEC14L1,6397
SEPP1,6414
SFPQ,6421
SFRP1,6422
SFRP2,6423
SRSF1,6426
SRSF3,6428
SRSF4,6429
SFSWAP,6433
TRA2B,6434
SGCB,6443
SGCD,6444
ITSN1,6453
SHB,6461
SHH,6469
SHMT1,6470
SIAH1,6477
ST3GAL1,6482
ST3GAL2,6483
ST3GAL3,6487
SIX1,6495
SIX3,6496
SKI,6497
SKIL,6498
SLAMF1,6504
SLC1A2,6506
SLC1A4,6509
SLC1A7,6512
SLC2A5,6518
SLC3A1,6519
SLC5A1,6523
SLC6A2,6530
SLC6A4,6532
SLC6A6,6533
SLC6A11,6538
SLC6A13,6540
SLC7A2,6542
SLC8A1,6546
SLC9A1,6548
SLC9A5,6553
SLC11A1,6556
SLC12A2,6558
SLC12A3,6559
SLC12A4,6560
SLC14A1,6563
SLC15A2,6565
SLC19A1,6573
SLC20A1,6574
SLC22A3,6581
SLC22A5,6584
SMARCA2,6595
SMARCB1,6598
SMARCD3,6604
SMARCE1,6605
SNAPC3,6619
SNCA,6622
SNRPA1,6627
SNRPE,6635
SNRPN,6638
SNTB1,6641
SNX2,6643
SNTB2,6645
SOAT1,6646
CAPN15,6650
SON,6651
SORD,6652
SORL1,6653
SOS1,6654
SOS2,6655
SOX1,6656
SOX2,6657
SOX5,6660
SOX12,6666
SP1,6667
SP2,6668
SP3,6670
SP4,6671
SP100,6672
SPG7,6687
SPIB,6689
SPINT1,6692
SPRR2G,6706
SPRR3,6707
SPTAN1,6709
SPTBN1,6711
SREBF2,6721
SRMS,6725
SRP14,6727
SRP68,6730
SRPK2,6733
SSFA2,6744
SSR1,6745
SSR3,6747
SSTR1,6751
SSTR2,6752
STAT1,6772
STAT2,6773
STAT3,6774
SULT1E1,6783
STK4,6789
STK10,6793
STK11,6794
STRN,6801
STX3,6809
STX4,6810
STYX,6815
SULT1A1,6817
SULT1C2,6819
SURF4,6836
SURF6,6838
SYK,6850
SYN2,6854
SYT4,6860
TACC1,6867
TACR1,6869
TAF1,6872
TAF4B,6875
TAGLN,6876
TAF10,6881
TAF13,6884
TAL2,6887
TAP2,6891
TARS,6897
TBX1,6899
CNTN2,6900
TBCD,6904
TBX5,6910
TBX15,6913
TBXAS1,6916
TCEA2,6919
TCEA3,6920
TCEB2,6923
TCF4,6925
TBX3,6926
TCF3,6929
TCF7L2,6934
TCF12,6938
TCF19,6941
TCF21,6943
TCOF1,6949
TCTE3,6991
TDO2,6999
TEAD1,7003
TECTA,7007
TEF,7008
TEP1,7011
TERF2,7014
TFAM,7019
TFCP2,7024
NR2F2,7026
TFDP1,7027
TFDP2,7029
TFRC,7037
TGFB2,7042
TGFBR1,7046
TGFBR3,7049
TGIF1,7050
THBD,7056
THBS1,7057
THRB,7068
THRSP,7069
TIAL1,7073
TIMP2,7077
TK2,7084
TKT,7086
TLE1,7088
TLE3,7090
TLE4,7091
TLN1,7094
SEC62,7095
TLR3,7098
TLR4,7099
TMF1,7110
TMPO,7112
TMPRSS2,7113
TOP2A,7153
TP73,7161
TPBG,7162
TPD52,7163
TPH1,7166
TPM1,7168
TPM2,7169
TPM3,7170
TPMT,7172
TPR,7175
NR2C1,7181
NR2C2,7182
TRAF1,7185
TRAF6,7189
TRIO,7204
TRPC4,7223
TRPS1,7227
PHLDA2,7262
AX746670 /// RP11-171I2.2 /// TTN,7273
TUB,7275
TUFM,7284
U2AF1,7307
UBE2B,7320
UBE2D3,7323
UBE2E2,7325
UBE2G1,7326
UBE2G2,7327
UBE2H,7328
UBE2I,7329
UBE2V2,7336
UBE3A,7337
UBTF,7343
UGCG,7357
UGP2,7360
UGT8,7368
UMPS,7372
UQCRB,7381
UQCRC2,7385
UROS,7390
USF1,7391
UTRN,7402
KDM6A,7403
VAV2,7410
VIL1,7429
VWF,7450
ZAN,7455
WIPF1,7456
CORO2A,7464
WHSC1,7468
WNT7B,7477
WNT8A,7478
WNT2B,7482
WNT9A,7483
XBP1,7494
XDH,7498
XG,7499
XIST,7503
XPNPEP1,7511
XPO1,7514
XRCC5,7520
YY1,7528
YWHAG,7532
YWHAH,7533
ZFX,7543
ZFY,7544
ZIC1,7545
ZIC2,7546
ZNF2,7549
ZNF3,7551
ZNF711,7552
ZNF7,7553
CNBP,7555
ZNF10,7556
ZNF12,7559
ZNF708,7562
ZNF18,7566
ZNF19,7567
ZNF182,7569
ZNF24,7572
ZNF33A,7581
ZKSCAN1,7586
ZSCAN21,7589
LL22NC03-N27C7.1 /// ZNF70,7621
ZNF74,7625
ZNF75A,7627
ZNF84,7637
ZNF221,7638
ZNF91,7644
ZNF124,7678
ZNF138,7697
ZNF141,7700
ZNF146,7705
TRIM25,7706
ZNF148,7707
ZNF175,7728
RNF112,7732
ZNF180,7733
ZKSCAN8,7745
ZSCAN9,7746
ZMYM2,7750
ZNF207,7756
ZNF213,7760
ZNF214,7761
ZFAND5,7763
ZNF224,7767
ZNF225,7768
ZNF226,7769
ZNF227,7770
ZNF229,7772
SLC30A1,7779
SLC30A2,7780
SLC30A4,7782
MAP3K12,7786
ZXDA,7789
LUZP1,7798
DNALI1,7802
PTP4A1,7803
LRP8,7804
BSND,7809
CSDE1,7812
DAP3,7818
SLMAP,7871
USP7,7874
RAB7A,7879
KCNAB1,7881
ST8SIA4,7903
BAG6,7917
GPANK1,7918
ABHD16A,7920
MAFK,7975
FZD3,7976
ARHGEF5,7984
TUSC3,7991
KAT6A,7994
NUP214,8021
MLLT10,8028
CCDC6,8030
ADAM12,8038
CUL5,8065
SSPN,8082
KMT2D,8085
FXR1,8087
DPF3,8110
GPR68,8111
ST8SIA2,8128
NPRL3,8131
GAN,8139
TAF15,8148
DPF1,8193
MKKS,8195
DGCR14,8220
AKAP17A,8227
USP9X,8239
KDM5C,8242
SMC1A,8243
USP9Y,8287
AXIN2,8313
EOMES,8320
FZD1,8321
FZD4,8322
GFI1B,8328
HIST1H2AK,8330
HIST1H2BC,8347
HIST1H3E,8353
HIST1H4H,8365
SPOP,8405
EEA1,8411
STX7,8417
CMAHP,8418
LTBP4,8425
SDPR,8436
RASAL1,8437
NSMAF,8439
CUL4A,8451
CUL1,8454
TEAD2,8463
SORBS2,8470
OGT,8473
CDC42BPA,8476
HIRIP3,8479
OFD1,8481
SEMA7A,8482
RGS5,8490
PPM1D,8493
PPFIA2,8499
PKP4,8502
ITGA8,8516
DGKZ,8525
DGKE,8526
YBX3,8531
CHST1,8534
CBX4,8535
API5,8539
AGPS,8540
LMO4,8543
CGGBP1,8545
CDC14B,8555
DENR,8562
YARS,8565
PDXK,8566
RRP1,8568
MKNK1,8569
KHSRP,8570
CASK,8573
PRKRA,8575
STK16,8576
KLF7,8609
CADPS,8618
CDK13,8621
PDE8B,8622
UNC5C,8633
RTCA,8634
RNASET2,8635
LAMTOR3,8649
NUMB,8650
PDE5A,8654
EIF3B,8662
EIF3C,8663
EIF3D,8664
EIF3F,8665
EIF3H,8667
STX11,8676
CDC23,8697
DNAH11,8701
B4GALT3,8703
B3GALNT1,8706
B3GALT1,8708
ABCC3,8714
NOL4,8715
SNX3,8724
RIPK1,8737
HRK,8739
TNFSF14,8740
ADAM23,8745
