sex,genename,M28L_logFC,M28L_P.Value,M28L_adj.P.Val,P522R_logFC,P522R_P.Value,P522R_adj.P.Val,P2KOhet_logFC,P2KOhet_P.Value,P2KOhet_adj.P.Val
MALE,Apaf1.mRNA,0.209212451171516,0.0416054581528121,0.199517083414622,-0.294690089276557,0.0561429742516857,0.0910076893759719,-0.33863783777299,0.0205283358145822,0.0488512653031224
MALE,Apc.mRNA,-0.0422630014083456,0.572515683746311,0.764065467376582,-0.494510258035199,0.000294139273908861,0.00119352666913018,-0.27015216713148,0.0211149075439753,0.049502727686431
MALE,Aplp2.mRNA,-0.0668312798565172,0.239544949742119,0.497153944874628,0.406044209002513,4.7449702698707e-05,0.000301865947821925,0.286539129306847,0.0195702298234956,0.0470926726389309
MALE,Apoe.mRNA,-0.00125501312520981,0.983727663820593,0.992263191768116,-0.631492700030135,4.27839856291471e-06,6.22580756396554e-05,-0.493775007694287,0.000384548736059624,0.00416101452864516
MALE,App.mRNA,-0.0622415997060983,0.266752184564761,0.529323300405937,0.440861649033563,3.71946917129933e-05,0.000254300512609636,0.237268106244132,0.0438359023832156,0.0863083241324277
MALE,Aqp4.mRNA,-0.160397864501032,0.0207619740734595,0.142079238794593,0.206633249102032,0.0836386396844469,0.127728007045247,0.126764158026464,0.0902913667373685,0.150803258957135
MALE,Arc.mRNA,1.01814232142008,0.000178235518775565,0.0112823083384933,0.808970552370415,0.00214592018115922,0.00580498920800764,0.893452265483736,0.00026769142055535,0.00349378699405229
MALE,Arg2.mRNA,-0.208321806948757,0.00823690605478224,0.0906775918726462,0.365873229402197,0.00043613470573616,0.00158208176923203,0.206884419144864,0.0589351318527057,0.107355218597878
MALE,Arhgap44.mRNA,0.132750097776352,0.0067701963256373,0.0840300838064394,0.288415942229298,0.000237693742243597,0.000999735141795328,0.251292438372447,0.000686569149289993,0.00555077671721362
MALE,Arhgef10.mRNA,0.167404624981388,0.0468767577207972,0.214929930052526,0.37155362291824,0.00182216195845666,0.00507001547122226,0.371995945908344,0.000347753871660942,0.00393086072788172
MALE,Arl6ip5.mRNA,-0.0742975799530985,0.0577105412277508,0.242729386027683,-0.0840026744670332,0.130888558452402,0.185352253915818,-0.269374176607485,0.00025912174323761,0.00348987369083845
MALE,Arntl.mRNA,-0.0015011655072108,0.985992966227718,0.992263191768116,-0.0394668986430897,0.595239508252745,0.668654141480014,-0.0316621475823755,0.669462378683077,0.749305014439172
MALE,Arpc1a.mRNA,0.034768403125236,0.272309500995603,0.532239761135076,-0.246322162979965,5.03903696112502e-05,0.000315812910533875,-0.297845758688117,0.000388430319812951,0.00416739648206098
MALE,Arpc2.mRNA,0.0439372326001362,0.276141800851744,0.532239761135076,-0.222205424085068,0.00456950748590639,0.0109980921618964,-0.243648293267768,0.00235080563236738,0.0104954704522508
MALE,Arpc5l.mRNA,-0.0176084698989296,0.733079246006775,0.86481036460433,-0.519420541689312,3.97925646686232e-05,0.000265144141423563,-0.51407994601926,0.000276938018677677,0.00354144981460544
MALE,Arrb2.mRNA,-0.0520267724025292,0.275276017853402,0.532239761135076,-0.215814655269849,0.00284450828060576,0.00731940545375383,-0.117756889186172,0.0731468253839708,0.127905912895176
MALE,Arsa.mRNA,0.05484000369127,0.275759705277995,0.532239761135076,-0.606106142566592,4.63126544502359e-07,1.8154069034437e-05,-0.611961588512534,1.29507767661385e-05,0.000773295681852102
MALE,Asns.mRNA,0.0482285936295366,0.229790161508058,0.488111316223493,-0.256722093882496,0.000215474199285436,0.00092785828671892,-0.312278675180183,0.000431082152576648,0.00433134924731775
MALE,Ass1.mRNA,0.120532619358359,0.027703673780984,0.160150004596921,-0.0939881645864844,0.137316341035811,0.193158319723708,-0.111504442321467,0.0844035785056191,0.142854185010847
MALE,Atcay.mRNA,0.0891538446296369,0.068357738102158,0.257512492869435,-0.963484242305094,8.08240900312666e-10,1.02323297979584e-06,-0.800662687839599,0.000135008141647022,0.00261270019755807
MALE,Atf2.mRNA,-0.0329697760684571,0.549041030009544,0.749015025853538,-0.0265108290888492,0.706933835762189,0.76690508661091,0.0278126029193206,0.682760981347683,0.760893840128668
MALE,Atf4.mRNA,0.15144521119282,0.0138166401212352,0.114600425562745,0.0619201443016859,0.247262648949578,0.316516191678631,0.0686597702782201,0.354647921840641,0.451814348361495
MALE,Atf6.mRNA,0.057157814078483,0.426934118647123,0.664176920922827,-0.985233081900542,1.48243988661692e-06,3.37798253705829e-05,-0.948889541089066,0.00188446836628066,0.00939266516421779
MALE,Atg12.mRNA,-0.0114954630737927,0.872832849295572,0.94067743508266,-0.259331832094164,0.0186338352915328,0.0352096051926574,-0.283810019167742,0.0121618251956513,0.0333988518388168
MALE,Atg2b.mRNA,-0.0017296891890588,0.970523116569352,0.98457744452021,0.392509882566422,2.42921063395055e-05,0.000197516062717385,0.214397379072174,0.0286068461393432,0.0627664943022677
MALE,Atg5.mRNA,-0.0501064773770477,0.331863366579559,0.583202154606176,0.151842460378223,0.00661456983256367,0.0151156054296491,-0.0323269584912147,0.56349745140167,0.652091200616557
MALE,Atm.mRNA,-0.0334657209470066,0.675677132442403,0.828080590195627,-0.158138592545788,0.109901283387567,0.159665745357769,-0.0184842803911378,0.872392679499513,0.906028820546664
MALE,Atp13a2.mRNA,0.133074428423884,0.0488028577430715,0.221449526533077,0.209319163534742,0.0121661350550795,0.024643723167569,0.122426194688334,0.11808243278368,0.186399451252044
MALE,Atp1a1.mRNA,-0.0546630836470641,0.324768845504631,0.576658286688447,0.524724401933165,1.17252805596622e-05,0.000127840881349441,0.298516216747199,0.0258333601164496,0.0578850157653544
MALE,Atp1b1.mRNA,-0.119855428768881,0.0160307604914974,0.123749651111193,0.274134715450145,0.000318340040464941,0.00127610707487601,0.0360541414270994,0.610113352944761,0.695859013358619
MALE,Atp2a2.mRNA,-0.0579284696492675,0.276558761889346,0.532239761135076,0.501120912176996,1.00213343634617e-05,0.000116204576405176,0.274112291696195,0.0134225124918124,0.0354757845817005
MALE,Atp2b2.mRNA,-0.067458299798913,0.141916621159449,0.371980211983151,0.371902544173652,9.78942829461432e-05,0.000516392342540906,0.154477136080784,0.107130817092851,0.172394957914843
MALE,Atp2b3.mRNA,-0.0651122185389621,0.336174815916969,0.586413506196101,0.505206818738465,2.43384721831849e-05,0.000197516062717385,0.295054417296219,0.0352741293929087,0.0732082751006924
MALE,Atp2b4.mRNA,-0.0717610989233322,0.128537627276686,0.354528619024584,0.201189885005599,0.00201190369886491,0.00548860443438126,0.071009730787484,0.305003357176285,0.398899018786339
MALE,Atp5b.mRNA,0.0965995034439029,0.0733524335146364,0.265326230941513,-0.170432554286352,0.00588841820028194,0.0136533652775768,-0.215892675702316,0.0039008688371191,0.0152422837894839
MALE,Atp5g3.mRNA,-0.0432178056096628,0.365443329245135,0.615227732479177,0.298283008509419,8.23738097105239e-05,0.000453414100406623,0.0405967937486871,0.63651615617778,0.7205674608369
MALE,Atp5pb.mRNA,-0.0503460539608316,0.139857039702791,0.371192897827533,0.24352744595752,7.41527348164016e-05,0.00042287100125029,0.0140362850748836,0.863974421767184,0.900981563391479
MALE,Atp6v0c.mRNA,0.0428036485542211,0.378240510670913,0.625950962757354,-0.23229664822048,0.000331496587297948,0.00131148337349751,-0.189904234662698,0.0576473401734713,0.105770337187847
MALE,Atp6v0d1.mRNA,0.0231829745627046,0.559534015917571,0.755997933993217,0.00697253673844855,0.885729481451543,0.920635076779682,-0.0852793479386182,0.164032455326547,0.241617615323428
MALE,Atp6v0e.mRNA,0.277087255079874,0.0238931537312051,0.151116680349602,-0.191101064108405,0.139048727692398,0.195378123483436,-0.151332268059639,0.189338329936726,0.269328455842578
MALE,Atp6v0e2.mRNA,0.0305659330467325,0.449596612753244,0.680035020006699,-0.803367381176981,5.57124409202801e-09,1.97447081136599e-06,-0.713847399807699,0.000406597026006747,0.0042541473960706
MALE,Atp6v1a.mRNA,-0.046275799968285,0.178249478994706,0.426585709654628,0.411716675899182,1.18600655212673e-05,0.000127840881349441,0.2406002742564,0.0235627184799326,0.0542282299134592
MALE,Atp6v1b2.mRNA,-0.0143497793881977,0.657732323077028,0.817223182871345,0.109790589955152,0.115174116441558,0.166028647914471,-0.0302674522517989,0.659545780853248,0.739579236988673
MALE,Atp6v1c1.mRNA,-0.0410154894807828,0.203849484661282,0.457013217297325,0.168080637392483,0.00156472102717773,0.00446156941533109,0.0424780380781336,0.481330413245709,0.577596495894851
MALE,Atp6v1d.mRNA,-0.0524106973891811,0.168849425693043,0.413135131973741,-0.0532403660097192,0.286547100118165,0.359889512648409,-0.122219621326801,0.0311822523923366,0.0669097144554206
MALE,Atp6v1e1.mRNA,-0.0366600457491977,0.365239677281017,0.615227732479177,-0.503926742935452,1.9444779613044e-06,3.62019324928673e-05,-0.528602587900284,5.93725267115218e-05,0.00170830951856333
MALE,Atp6v1g1.mRNA,-0.0397617418505458,0.271026965572908,0.532239761135076,-0.00195530457957993,0.966577606061639,0.979733586288258,-0.174246468150651,0.00763094544848704,0.0240516953497966
MALE,Atp6v1g2.mRNA,-0.0691458785962631,0.0607141484913219,0.24830549866096,-0.199815669339284,0.000450126645899031,0.00162817238202335,-0.278935577968117,0.000500148426045537,0.00476081133363646
MALE,Atp6v1h.mRNA,-0.0262384729970808,0.563356045901615,0.757926412445743,-0.4288624126585,0.000228822849010407,0.000965632422823916,-0.468493849352031,0.000438378825252899,0.00433774806311917
MALE,Atp7a.mRNA,0.199576818036555,0.0222278542663545,0.145115440356109,0.134371708036432,0.1631227974098,0.223984231584389,0.171038870675384,0.0549563091111495,0.102617532942058
MALE,Atp8a2.mRNA,-0.0175573504207023,0.599949234366136,0.782220114013932,0.422944816476829,5.27632713205953e-07,1.85550837477427e-05,0.351562390650759,0.000899668040963649,0.00639032955251648
MALE,Atp9a.mRNA,0.0021760863925202,0.974013649947489,0.987270841339889,-0.239979712475566,0.00274855064168998,0.00710684444600655,-0.230064575110969,0.0072870355689887,0.0235341505876013
MALE,Atr.mRNA,-0.0710055796931748,0.586694163007479,0.775206774837038,-0.370292558094607,0.065394334453333,0.10440003457493,-0.304348036490536,0.0557062923224364,0.103791131930115
MALE,Atrn.mRNA,-0.0690141085659501,0.131604945687133,0.358816205596491,0.476187621909965,1.60093959102288e-06,3.37798253705829e-05,0.304756753485714,0.00641315739995571,0.0215359609239892
MALE,Atxn2.mRNA,0.0501651002639694,0.241403883831798,0.49937470086774,0.0824223740570513,0.0696963648915876,0.11001944881889,-0.00751548439443006,0.903222530654412,0.93041474679291
MALE,Atxn3.mRNA,-0.0945002899951994,0.205032177302066,0.457013217297325,-0.127956949848214,0.131108283452559,0.185455962961944,-0.236801756328945,0.0196033479310558,0.0470926726389309
MALE,Atxn7.mRNA,0.123776866353702,0.441224387127056,0.675441443897042,-0.916836280160975,3.41586620677022e-05,0.000241945078340557,-0.629684199140499,0.0133583642173658,0.0354422293306114
MALE,Avp.mRNA,0.467386720261363,0.27414650231353,0.532239761135076,1.23413833514279,0.0131832051247499,0.0262388755065389,1.29851126128159,0.00799406500347551,0.0246240542442822
MALE,Axin2.mRNA,0.164047253416232,0.00366911882631027,0.0601767028597924,0.20683269693181,0.0044032542180849,0.0106383966414036,0.247411985736004,0.00337899118657217,0.0137549930617375
MALE,Axl.mRNA,-0.107109143875837,0.15963190887177,0.400186131943883,0.256795529776477,0.0385704902861808,0.0657203777958343,0.219551750508062,0.0118315479422527,0.0327098390089188
MALE,B2m.mRNA,-0.348002616549163,0.00261148254338084,0.0486196602929433,-0.0386818199860812,0.741684364809696,0.797767549574406,-0.118574890103984,0.169027348885545,0.246890206518533
MALE,B3gnt5.mRNA,-0.00173411995114892,0.995062492901954,0.996187821309191,0.0117044617213558,0.971127657582639,0.982771874100416,0.126313300201673,0.669994689056195,0.749305014439172
MALE,B4galt5.mRNA,0.0479629163416782,0.330622169091113,0.582963323216363,0.440096775601239,5.8319893431051e-05,0.000346915117598944,0.294043446434754,0.00748983036559359,0.0238844464555201
MALE,B4galt6.mRNA,-0.0288895995574965,0.475339450879541,0.698120353611947,0.279774959625319,0.000192671150769104,0.000875812343905372,0.100890372789619,0.159624812553807,0.236356739991953
MALE,Bace1.mRNA,0.00451558294078147,0.929076172161892,0.968871856636701,0.386155074823174,5.12157936264003e-05,0.000319404900152821,0.206503561871694,0.0269969693364261,0.0597520335313206
MALE,Bad.mRNA,0.0903822762047426,0.0975684088582875,0.30574654855097,-0.218248225965301,0.00418541366421431,0.0102095061635748,-0.32233234368905,0.000613253874072244,0.00522865217298256
MALE,Basp1.mRNA,-0.115650518826254,0.00647829288430486,0.0820151879152995,-0.130629266789152,0.00899647163177801,0.0193699542276037,-0.270091822959087,0.00375997698340891,0.0147455643986814
MALE,Bax.mRNA,-0.0124837994247518,0.83730451071704,0.92336359195862,-0.0239904555404014,0.721917534437247,0.779153962998768,-0.0115056030604288,0.881059884221836,0.91278380803997
MALE,Bcas1.mRNA,-0.117933972575916,0.077615323388925,0.269682781109286,-0.973999795479761,3.15085244178319e-08,4.49719638430875e-06,-0.76138537074443,1.61264063334229e-06,0.000306897263780867
MALE,Bcas2.mRNA,-0.0023944823700468,0.970578713081534,0.98457744452021,-0.655737278849713,2.60632876665625e-05,0.000206343176597202,-0.835657512803326,1.83017091923744e-05,0.000907711957776804
MALE,Bche.mRNA,0.0131845441394747,0.860159154051688,0.93714413857955,0.426171683468341,0.000997763499509153,0.00307340289629827,0.516534339480589,0.00095507078798626,0.0064314873276096
MALE,Bcl2.mRNA,0.225830846425652,0.112056269930961,0.327263998727356,0.0873795253247396,0.478307631556902,0.555029753942289,0.0613982137503628,0.588462634290181,0.676651857412688
MALE,Bcl2l1.mRNA,0.102827635733767,0.0377349395113525,0.188080446540835,0.196220575913149,0.000853200140060959,0.002713948184214,0.161359792691965,0.0037620989737552,0.0147455643986814
MALE,Bdnf.mRNA,-0.00057456867310357,0.995400943093307,0.996187821309191,0.31000649484055,0.000756809341669632,0.00248217778899936,0.0336221195524402,0.805623859484498,0.858450873411852
MALE,Becn1.mRNA,-0.0540696102701634,0.192084275586786,0.443756738855605,0.0904481809308013,0.114818615097607,0.165747282455611,0.0173196736772336,0.754829781662093,0.820974659436606
MALE,Bhlhe40.mRNA,0.460283808534673,0.000224780844502158,0.0129461755808874,0.663870262042852,0.000396432879796393,0.00148927010629743,0.464613090638034,0.00172804921098698,0.00882141250447387
