genesymbol	entrezgene	PC3_PROSTATE	VCAP_PROSTATE
ABL2	27	-0.248060983924362	-0.250495740818321
ABLIM1	3983	0.116166818633612	-0.215594272899776
ABLIM2	84448	0.3617716881474	-0.261250071876258
ABLIM3	22885	0.325286478227655	0.153756047873695
ABO	28	0.230912540969467	-0.0141830339173793
ABP1	26	0.429649161717473	0.109437558014408
ABR	29	0.128636322564216	-0.202641760516523
ABRA	137735	0.201127019722845	-0.237976950310916
ABT1	29777	0.189403385987826	-0.0707443094539869
ABTB1	80325	0.514592933947773	-0.0972834881753288
ABTB2	25841	-0.100519973385249	-0.287641390867197
ACAA1	30	0.219731059579257	0.342375777290388
ACAA2	10449	0.452531276440195	0.181642393027592
ACACA	31	-0.522321069190139	0.321442125237192
ACACB	32	0.35955707796315	-0.161707615597559
ACAD10	80724	0.139292080468551	0.348858605025588
ACAD11	84129	0.224902864371555	0.285275635180759
ACAD8	27034	0.351759941513262	0.247817836812144
ACAD9	28976	0.0360892744194452	0.213721382981345
ACADL	33	0.260428628929578	0.485310135784519
ACADM	34	-0.43982191116916	0.233432727929882
ACADS	35	0.553358469487502	0.0838611104265753
ACADSB	36	-0.321783845503011	0.263155819512556
ACADVL	37	0.501154127340086	0.229161224607145
ACAN	176	0.208464148122592	-0.194617905813352
ACAP1	9744	0.267555467934975	-0.43396009430165
ACAP2	23527	-0.273828006275824	-0.195603637349368
ACAP3	116983	0.395989715534308	-0.0640610496397973
ACAT1	38	-0.245622941258615	0.198859837190008
ACAT2	39	0.230886254795173	0.366844919786096
ACBD3	64746	-0.425295514100068	-0.118118567074924
ACBD4	79777	0.517599415132622	0.0496792265293214
ACBD5	91452	-0.411163409645383	0.225701306915728
ACBD6	84320	0.148935820662576	0.0814164962172552
ACBD7	414149	-0.107370807560561	0.0399993428456427
ACCN1	40	-0.301983784716233	-0.0261038139596014
ACCN2	41	0.197207093981288	0.463377609108159
ACCN3	9311	0.279456533346476	0.201143448581779
ACCN4	55515	0.300334327279299	-0.230754823923704
ACCN5	51802	NA	NA
ACCS	84680	0.474815380697734	0.125833559230144
ACCSL	390110	NA	NA
ACD	65057	0.510314859081463	-0.0244083557176536
ACE	1636	0.288978699984393	0.169117030976614
ACE2	59272	0.189978396050502	-0.427316263748901
ACER1	125981	0.362947994447046	0.276854202091394
ACER2	340485	-0.364472592556084	0.0970370552913248
ACER3	55331	-0.378256405201377	-0.0698571510715723
ACHE	43	0.304017677452213	-0.509940281097776
ACIN1	22985	-0.0492192184791805	-0.129096330614357
ACLY	47	-0.420813721382981	0.248727995597066
ACMSD	130013	NA	NA
ACN9	57001	-0.0842586888127685	0.349026179386711
ACO1	48	0.0833321011689133	-0.00308369682183724
ACO2	50	0.0409620739791518	0.364804455506543
ACOT1	641371	0.357105892210257	0.220690504940979
ACOT11	26027	0.388616443644907	-0.184790162399271
ACOT12	134526	NA	NA
ACOT13	55856	0.280422550251772	0.359543934876003
ACOT2	10965	0.438928181243172	0.15913157051677
ACOT4	122970	0.481317923063654	0.0906396576225798
ACOT6	641372	0.47438823036546	0.388475155458078
ACOT7	11332	0.278773092814839	-0.101354559419076
ACOT8	10005	0.174814559254787	0.204968086941521
ACOT9	23597	0.587868930563428	-0.110909583774859
ACOX1	51	-0.181142955716011	0.269287069666576
ACOX2	8309	0.482983809359521	0.0616197212022639
ACOX3	8310	0.18838808250573	0.411426271388321
ACOXL	55289	0.369802114394145	0.404532722179781
ACP1	52	-0.145669763506576	0.233626588465298
ACP2	53	0.492210256536632	0.188315795526422
ACP5	54	0.533959272858704	0.0346731067793686
ACP6	51205	0.191506279931327	0.229683662321233
ACPL2	92370	-0.305210412610792	0.0629997453526865
ACPP	55	0.18432029703377	0.386684409834315
ACPT	93650	0.157321110262287	0.245123503947033
ACR	49	0.212495790104898	0.00236082702875872
ACRBP	84519	0.0181423889203775	-0.117753846406598
ACRC	93953	0.275608894584227	-0.0959264644274132
ACRV1	56	-0.055058034944183	0.149491116094532
ACSBG1	23205	0.56911045943304	-0.0362995638137953
ACSBG2	81616	0.077904006177251	-0.103960176445945
ACSF2	80221	0.484620123709308	-0.224074849881302
ACSF3	197322	0.360447522117351	0.239531120366035
ACSL1	2180	-0.279788396296935	0.167628576357229
ACSL3	2181	-0.231415264052835	0.310441361295251
ACSL4	2182	0.117208408290002	-0.288916270320445
ACSL5	51703	-0.00788092363044925	-0.283143169291177
ACSL6	23305	-0.117316838758964	-0.17293838356457
ACSM1	116285	-0.104637045434009	0.281943862589024
ACSM2A	123876	NA	NA
ACSM2B	348158	NA	NA
ACSM3	6296	-0.212170498698013	0.396035716339322
ACSM4	341392	NA	NA
ACSM5	54988	0.163051496258327	-0.304024248995786
ACSS1	84532	-0.125909131981238	0.231011114123069
ACSS2	55902	0.4553011820564	0.250449740013307
ACSS3	79611	0.228661787295563	-0.166031691268883
ACTA1	58	0.48392682586231	0.0849421293444064
ACTA2	59	0.554728636322564	-0.0510789653104644
ACTB	60	0.467442108808333	-0.281171706219145
ACTBL2	345651	NA	NA
ACTC1	70	0.510863582969845	0.0957128892612764
ACTG1	71	-0.1752318522717	-0.205053517007976
ACTG2	72	0.595436062988245	0.0288178614554326
ACTL6A	86	-0.57274780880094	0.0560273376212655
ACTL6B	51412	NA	NA
ACTL7A	10881	NA	NA
ACTL7B	10880	NA	NA
ACTL8	81569	NA	NA
ACTL9	284382	NA	NA
ACTN1	87	0.347205861816868	-0.155717653630367
ACTN2	88	0.405117589557817	0.195600351577581
ACTN3	89	0.475111100158539	-0.0356588383153848
ACTN4	81	0.17619458340521	-0.309554202912837
ACTR10	55860	0.231822699754389	0.205980104651831
ACTR1A	10121	0.357174893417778	0.250781602963766
ACTR1B	10120	0.115831669911366	0.337345260684919
ACTR2	10097	-0.37807240198132	-0.165972547376722
ACTR3	10096	-0.25670913526701	-0.438083737893985
ACTR3B	57180	-0.277011919137156	0.316336035880628
ACTR3C	653857	0.121943205434667	0.388741302972802
ACTR5	79913	0.247706120571396	0.0507996747085931
ACTR6	64431	-0.523467803543705	0.205441238078809
ACTR8	93973	-0.416939796446438	-0.0074570590699623
ACTRT1	139741	NA	NA
ACTRT2	140625	NA	NA
ACVR1	90	-0.0180109580489087	-0.378640840500423
ACVR1B	91	-0.225070438732678	-0.0784198723477661
ACVR1C	130399	-0.0737672194977698	-0.165141247114682
ACVR2A	92	-0.183794573547894	0.0866408733581409
ACVR2B	93	-0.391744498385865	0.123658378307335
ACVRL1	94	0.269438215168765	-0.334788930234851
ACY1	95	0.0590633907521953	0.287053237717374
ACY3	91703	0.349903480453765	-0.291584317011262
ACYP1	97	0.254698242933537	0.0681025489374636
ACYP2	98	0.259051890550942	0.272447982125401
ADA	100	0.187474637949021	-0.434236099131735
ADAD1	132612	NA	NA
ADAD2	161931	0.540192381938113	-0.0971191995859928
ADAL	161823	-0.151199717423626	0.471861471861472
ADAM10	102	-0.24410491469315	0.0320773470678594
ADAM11	4185	0.529112759473291	0.216455145107897
ADAM12	8038	-0.0901829353442257	-0.432021488947485
ADAM15	8751	0.202309897566065	0.0255649473865793
ADAM17	6868	-0.242475171886937	-0.349049179789218
ADAM18	8749	NA	NA
ADAM19	8728	0.125255263395681	-0.322983152205164
ADAM2	2515	-0.256258984532229	0.130739216507717
ADAM20	8748	0.457410647543475	0.0691999967142282
ADAM21	8747	-0.202421613806813	0.157399968785168
ADAM21P1	145241	-0.264069264069264	-0.0204950015196695
ADAM22	53616	0.0659602257325218	-0.178290905805137
ADAM23	8745	0.0830363817081085	-0.331309297912713
ADAM28	10863	0.105481488783197	-0.360118944938679
ADAM29	11086	NA	NA
ADAM30	11085	NA	NA
ADAM32	203102	0.229069222997117	0.381223457124785
ADAM33	80332	0.504121179263494	-0.0803190484404906
ADAM3A	1587	NA	NA
ADAM5P	255926	NA	NA
ADAM6	8755	0.150033268439341	-0.428420283069239
ADAM7	8756	-0.28639608336003	0.155129500480544
ADAM8	101	0.304707689527424	-0.396453009356235
ADAM9	8754	-0.312235392690801	-0.0301058839958271
ADAMDEC1	27299	-0.098433508300681	-0.42256832351709
ADAMTS1	9510	0.16158604204145	-0.202802763334073
ADAMTS10	81794	0.367856937496406	-0.241187149346542
ADAMTS12	81792	0.0259592400009857	-0.242803749065609
ADAMTS13	11093	0.117540271240461	0.1239639550835
ADAMTS14	140766	0.151492151112644	-0.469837436440852
ADAMTS15	170689	0.0969319105941497	-0.0933569908901977
ADAMTS16	170690	-0.0111896958196768	-0.344235524121672
ADAMTS17	170691	0.0432621142298562	0.123244371062208
ADAMTS18	170692	NA	NA
ADAMTS19	171019	0.138825500874837	-0.0574303621741952
ADAMTS2	9509	0.0415502271289748	-0.352949390900055
ADAMTS20	80070	NA	NA
ADAMTS3	9508	-0.381581606249538	0.0854711386020684
ADAMTS4	9507	0.171972366659274	-0.335242366741418
ADAMTS5	11096	0.150963141854982	-0.110702580152296
ADAMTS6	11174	0.0976679234743751	-0.364541593763605
ADAMTS7	11173	0.181320387392494	-0.307687884537979
ADAMTS8	11095	0.39900276826273	-0.207475130814789
ADAMTS9	56999	0.245974518839794	-0.209712741401546
ADAMTSL1	92949	0.225481160206018	0.0795797497884785
ADAMTSL2	9719	0.203519061583578	-0.345447973910972
ADAMTSL3	57188	0.0622144458956603	-0.222947830158456
ADAMTSL4	54507	0.264082407156411	-0.251221896383187
ADAMTSL5	339366	0.36887552675029	-0.0962911850957392
ADAP1	11033	0.442976252084411	-0.275355890156649
ADAP2	55803	-0.00671776041795017	-0.388701873711361
ADAR	103	-0.342129344406384	-0.271123816095353
ADARB1	104	0.0545487403172413	0.245363365287464
ADARB2	105	-0.210268036833502	0.121279479533749
ADAT1	23536	-0.325762915136729	0.00017907456237627
ADAT2	134637	0.115512950048054	0.343561940905394
ADAT3	113179	0.455343897089628	0.109148410097177
ADC	113451	0.248359989156953	-0.284155187001487
ADCK1	57143	0.266260873851007	0.320745541618407
ADCK2	90956	0.104499043018967	0.172731379942006
ADCK4	79934	0.512115462020585	0.0906659437968736
ADCK5	203054	0.313355840870072	-0.0229790449904302
ADCY1	107	-0.149944552601099	0.0277927006579758
ADCY10	55811	-0.0599768353089036	0.453671439250187
ADCY2	108	0.258621454446881	0.0592736801465454
ADCY3	109	0.236751357434469	-0.250702744440885
ADCY4	196883	0.439158185268242	-0.240201417810526
ADCY5	111	0.227081331066151	-0.104860477915506
ADCY6	112	-0.428709430986471	0.217743167648291
ADCY7	113	-0.0093923786523407	-0.327451801835104
ADCY8	114	NA	NA
ADCY9	115	-0.000901944355454792	-0.257077141707123
ADCYAP1	116	0.13778062544666	-0.351677797218594
ADCYAP1R1	117	NA	NA
ADD1	118	0.307474309371843	-0.000451793620674076
ADD2	119	-0.00940223596770086	-0.192452582205903
ADD3	120	-0.13209952602742	-0.135516728685609
ADH1A	124	NA	NA
ADH1B	125	0.272332980112866	-0.21910676293978
ADH1C	126	0.521562055907407	0.0468140335313011
ADH4	127	NA	NA
ADH5	128	0.410818403607777	0.300955338146989
ADH6	130	0.480713341054897	-0.0889606282395656
ADH7	131	NA	NA
ADHFE1	137872	0.284270189014022	0.438330170777989
ADI1	55256	0.167303284950344	0.35507857101785
ADIG	149685	NA	NA
ADIPOQ	9370	NA	NA
ADIPOR1	51094	-0.378295834462817	0.190816267856116
ADIPOR2	79602	-0.289586567764936	0.315613166087549
ADK	132	-0.227097759925084	0.164625380944167
ADM	133	0.155881942219703	-0.593034163812152
ADM2	79924	0.0422928115527736	0.385080953202395
ADNP	23394	-0.50183099632815	0.00189096166325768
ADNP2	22850	-0.414597041162506	-0.0186122542858786
ADO	84890	-0.572202370684344	0.0942638639033326
ADORA1	134	0.181119955313504	-0.46991958073552
ADORA2A	135	0.272119404946729	-0.400744227309692
ADORA2B	136	0.199139127791879	-0.392145362543845
ADORA3	140	0.315159729580982	-0.318205640027272
ADPGK	83440	0.0286075720610825	0.416785365172462
ADPRH	141	0.420679004739726	0.108202107822601
ADPRHL1	113622	0.172241799945785	0.263004674010367
ADPRHL2	54936	0.341084468978207	0.0378833058149946
ADRA1A	148	0.220936937824983	0.0518839793982109
ADRA1B	147	0.357388468583915	-0.0300664547343864
ADRA1D	146	0.469673147851516	0.149918266426805
ADRA2A	150	-0.291071736612534	0.0181916754971783
ADRA2B	151	0.588614800759013	0.0836113917707846
ADRA2C	152	0.668557628329924	0.0587775286067506
ADRB1	153	-0.204432506140286	0.530226636108989
ADRB2	154	-0.536321742773356	0.112214035174187
ADRB3	155	NA	NA
ADRBK1	156	0.00549545331329013	0.372670593163952
ADRBK2	157	-0.310194928411247	0.0705734493210774
ADRM1	11047	0.222313676203619	0.0713521772345302
ADSL	158	-0.0760771170638343	0.220332355816227
ADSS	159	-0.39734016773865	-0.0159113498771943
ADSSL1	122622	0.505911924887257	-0.130200349934695
AEBP1	165	0.314607719920813	-0.300873193852321
AEBP2	121536	-0.0678298298791657	-0.205227662912672
AEN	64782	0.12340208810797	-0.0463638827965204
AES	166	0.462727026294389	0.132766537700124
AFAP1	60312	-0.0574106475434749	-0.182092543762373
AFAP1L1	134265	0.235331904022606	-0.1553135037006
AFAP1L2	84632	0.302884086185794	-0.152987177275602
AFARP1	246182	-0.0536681534784002	0.0259099534241849
AFF1	4299	-0.397221879954328	0.131163081068204
AFF2	2334	0.284444334918718	-0.129677912220607
AFF3	3899	0.0749336684820556	0.392447653548223
AFF4	27125	-0.31811692418903	-0.0300171681575856
AFG3L1	172	0.390821196513796	0.096034894896375
AFG3L2	10939	-0.517165693256775	0.199444704568044
AFM	173	NA	NA
AFMID	125061	0.0916713899636101	0.247568118156353
AFP	174	NA	NA
AFTPH	54812	-0.451000106787583	0.185841609371021
AG2	387763	0.463909904137608	-0.294617084370405
AGA	175	0.172941669336356	0.308709759563649
AGAP1	116987	-0.51341334187634	0.085734000345006
AGAP11	119385	0.239465404930301	-0.0116989904466185
AGAP2	116986	0.141697265416431	-0.408981657179001
AGAP3	116988	0.21709258483452	0.0953251681904433
AGAP4	119016	0.311009799814354	0.294380508801761
AGAP5	729092	0.00729934202419971	0.0884874771022779
AGAP6	414189	0.0931105580061937	0.113597345096396
AGAP7	653268	0.303574098261005	0.397806747332364
AGAP8	728404	-0.20830643107683	0.163038353171181
AGBL1	123624	NA	NA
AGBL2	79841	0.319404946729425	-0.191315705167698
AGBL3	340351	-0.196687942038986	0.217976457445148
AGBL4	84871	-0.133936272456197	-0.0624871649539581
AGBL5	60509	-0.0539310152213378	0.426458677312567
AGER	177	0.404555722582288	-0.177735610373182
AGFG1	3267	-0.385718392929019	-0.0944905821566163
AGFG2	3268	0.0943722943722944	0.395224130708002
AGGF1	55109	-0.445115289517567	0.115138372064368
AGK	55750	-0.33436835144615	0.372223728200958
AGL	178	-0.188864519414804	0.167392000788585
AGMAT	79814	-0.173743397652316	0.389723748737032
AGPAT1	10554	0.306465577433319	0.418444679924756
AGPAT2	10555	0.376764664810206	0.0740432243278543
AGPAT3	56894	-0.457686652373559	0.226825040866787
AGPAT4	56895	0.389355742296919	-0.234724036242063
AGPAT5	55326	-0.321448696780765	0.0368482877021776
AGPAT6	137964	0.336030951970231	-0.0492619335124079
AGPAT9	84803	0.0725974847416973	-0.392937233544444
AGPHD1	123688	0.0657663651971052	0.309094194862696
AGPS	8540	-0.00244625709521345	-0.270328659322967
AGR2	10551	0.159808439504834	0.160127159368146
AGR3	155465	-0.133975701717637	-0.28030426246745
AGRN	375790	-0.145804480149831	-0.357217608451005
AGRP	181	NA	NA
AGT	183	0.281661286215366	-0.219271051529116
AGTPBP1	23287	-0.478140581745895	-0.11728069526931
AGTR1	185	-0.0995243845338722	0.414547754585705
AGTR2	186	NA	NA
AGTRAP	57085	0.37421490590371	0.27949267683613
AGXT	189	NA	NA
AGXT2	64902	NA	NA
AGXT2L1	64850	NA	NA
AGXT2L2	85007	0.430224171780149	0.0935935664588416
AHCTF1	25909	-0.413654024659717	-0.112476896917125
AHCY	191	-0.103112447324971	0.337006826190887
AHCYL1	10768	-0.314292285829288	0.0703697314703007
AHCYL2	23382	-0.319848525920632	0.100894551368935
AHDC1	27245	0.217868026976186	-0.162233339083434
AHI1	54806	-0.148002661475147	0.0295505885638713
AHNAK	79026	-0.0146200415650131	-0.0805720528680681
AHNAK2	113146	0.28232829788807	-0.123237799518634
AHR	196	0.0603382702054429	-0.343502797013233
AHRR	57491	-0.274468731774235	0.0263272464410984
AHSA1	10598	0.0840582567337786	0.206765404108858
AHSA2	130872	0.196957375325497	0.104229609732456
AHSG	197	NA	NA
AHSP	51327	NA	NA
AICDA	57379	NA	NA
AIDA	64853	-0.285213205516811	-0.255365254606241
AIF1	199	0.292665335929093	-0.418625397373026
AIF1L	83543	-0.382028471212532	0.308880619696559
AIFM1	9131	-0.127686734517854	0.253357648044555
AIFM2	84883	0.478584160937102	-0.209656883281172
AIFM3	150209	0.628973935615302	0.00837050362667061
AIG1	51390	0.0964259017389947	0.292757337539121
AIM1	202	-0.297068270123299	0.190139398868052
AIM1L	55057	0.354395130486212	-0.324517607629562
AIM2	9447	0.129983488996772	-0.459690973163459
AIMP1	9255	-0.24794269614004	0.230462390234686
AIMP2	7965	-0.114178926702646	0.220059636757929
AIP	9049	0.425150940141453	0.0698472937562122
AIPL1	23746	NA	NA
AIRE	326	NA	NA
AJAP1	55966	0.456999926070135	-0.0999186771482787
AK1	203	0.526602429828236	-0.0479279101669994
AK2	204	0.0562474843309758	-0.00452286486442084
AK3	50808	-0.130118205640027	0.204580365870688
AK3L1	205	-0.25043659692616	0.140583388780732
AK5	26289	-0.236876216762365	0.0777495749032751
AK7	122481	0.0342590995342418	-0.272602413399377
AKAP1	8165	-0.198859837190008	0.400882229724734
AKAP10	11216	-0.232969434107954	-0.0674026795468921
AKAP11	11215	-0.15182729983489	-0.0902782227260406
AKAP12	9590	0.0368351446150308	-0.183811002406828
AKAP13	11214	-0.136141025325086	-0.22480757698974
AKAP14	158798	NA	NA
AKAP2	11217	0.0708231679768682	-0.251583331279726
AKAP3	10566	0.370078119224229	0.2081158563132
AKAP4	8852	NA	NA
AKAP5	9495	-0.32237528442462	-0.332423174548412
AKAP6	9472	0.064146479706252	-0.145357615186837
AKAP7	9465	0.40264997494599	0.188963092568406
AKAP8	10270	0.122468928920542	-0.195616780436515
AKAP8L	26993	0.336073667003458	-0.00626760968316946
AKAP9	10142	-0.434334672285336	0.0194698407222126
AKD1	221264	-0.463978905345129	0.106845084074686
AKIRIN1	79647	-0.233856592490369	-0.265787722713719
AKIRIN2	55122	0.0404494935804234	-0.379150135127365
AKNA	80709	0.122074636306135	-0.372000295719461
AKNAD1	254268	0.591203988926949	-0.0701331559016569
AKR1A1	10327	0.0896177825969097	0.214785973040242
AKR1B1	231	0.44553258253448	-0.281178277762718
AKR1B10	57016	NA	NA
AKR1B15	441282	NA	NA
AKR1C1	1645	0.404634581105169	-0.368090227293263
AKR1C2	1646	0.404802155466292	-0.306682438371243
AKR1C3	8644	0.187159203857496	-0.355295431955774
AKR1C4	1109	NA	NA
AKR1CL1	340811	NA	NA
AKR1D1	6718	NA	NA
AKR1E2	83592	0.0622735897878213	0.224495428670002
AKR7A2	8574	0.272986848698424	0.265505146340061
AKR7A3	22977	0.327819808275216	0.190106541150184
AKR7L	246181	0.155569793899965	0.25851302397792
AKT1	207	-0.143714729293477	0.396643584119865
AKT1S1	84335	0.169751184931451	0.260852493490065
AKT2	208	-0.23496718335428	0.336855680688698
AKT3	10000	-0.160370306480363	-0.00161167106138643
AKTIP	64400	0.419910134141633	0.0709743134790573
ALAD	210	0.309337341974913	0.0707048801925462
ALAS1	211	0.0165323607448845	-0.245195790926341
ALAS2	212	0.379005561168749	0.129806057320289
ALB	213	0.131882665089496	0.253528508177465
ALCAM	214	-0.505560347306078	0.18802664760919
ALDH16A1	126133	0.465605362379556	-0.230817253587652
ALDH18A1	5832	-0.483861110426575	0.162256339485941
ALDH1A1	216	0.0132597320453108	-0.218170317980565
ALDH1A2	8854	0.43557340824893	-0.00322827078045294
ALDH1A3	220	-0.0654443595620066	0.370331123651807
ALDH1B1	219	0.312340537387976	-0.20977845683728
ALDH1L1	10840	0.461041425367801	-0.342080057829583
ALDH1L2	160428	0.123904811191339	-0.189147095788462
ALDH2	217	0.484222545323115	0.22032907004444
ALDH3A1	218	0.460403985641177	-0.222530537141543
ALDH3A2	224	0.306643009109802	0.268383482425228
ALDH3B1	221	0.323466160657812	-0.351023928633037
ALDH3B2	222	0.0149354756565383	0.318281212778367
ALDH4A1	8659	0.216724578394408	0.468431126116136
ALDH5A1	7915	-0.276716199676352	0.306186286831448
ALDH6A1	4329	-0.378860987210133	0.217023583626999
ALDH7A1	501	0.103809030943756	0.389382028471213
ALDH8A1	64577	0.544368597879034	-0.0727223440695926
ALDH9A1	223	-0.11849314505861	0.380595874713522
ALDOA	226	0.273249710441361	0.144378455194394
ALDOB	229	0.18596318292713	0.126674716807544
ALDOC	230	0.492519119084584	0.0520515537593337
ALG1	56052	0.19248543992377	0.230360531309298
ALG10	84920	-0.37539778374693	0.00270254729457766
ALG10B	144245	-0.451236682356227	0.0990249472222907
ALG11	440138	-0.37193129451194	-0.205050231236189
ALG12	79087	0.213563665935582	0.396170432982577
ALG13	79868	-0.224876578197261	0.289708141321045
ALG14	199857	0.122731790663479	0.27381157741689
ALG1L	200810	0.347031715912171	-0.104459613757526
ALG1L2	644974	NA	NA
ALG2	85365	-0.181977541749838	0.314072139119577
ALG3	10195	0.184484585623106	0.207527703163377
ALG5	29880	0.140005092946269	0.253029070865883
ALG6	29929	-0.175839720052244	0.280314119782811
ALG8	79053	-0.0601969820186139	0.340956323878525
ALG9	79796	-0.0910109498344793	0.432504497400133
ALK	238	0.490803946211916	0.22965737614694
ALKBH1	8846	0.281174991990931	0.436923860453272
