hgnc_symbol	entrezgene_id	ensembl_gene_id	exp_num_xpr	cell_num_xpr	cell_name_xpr	exp_num_sh	cell_num_sh	cell_name_sh	exp_num_oe	cell_num_oe	cell_name_oe
ARHGEF19	128272	ENSG00000142632-bioMart	NA	NA	NA	NA	NA	NA	8	7	HCC44|A549|U251MG|AGS|YAPC|HS944T|IPC298
ARHGEF2	9181	ENSG00000116584	44	19	HS944T|KYSE30|PC3|IPC298|A549|KELLY|MCF7|YAPC|U251MG|AGS|LCLC103H|ES2|DANG|A375|BICR6|HT29|SNU761|SNGM|HCC1806	76	13	A375|U251MG|A549|PC3|ES2|MCF7|KELLY|HT29|YAPC|AGS|BICR6|HCC1806|SNU761	8	6	A375|A549|YAPC|U251MG|AGS|PC3
ARHGEF25	115557	ENSG00000240771-bioMart	20	10	HT29|YAPC|MCF7|A549|U251MG|PC3|BICR6|A375|AGS|ES2	NA	NA	NA	NA	NA	NA
ARHGEF3	50650	ENSG00000163947	20	10	HT29|A549|ES2|U251MG|PC3|A375|AGS|MCF7|YAPC|BICR6	NA	NA	NA	8	8	HCC44|ES2|PC3|A375|YAPC|U251MG|HCC1806|A549
ARHGEF5	7984	ENSG00000050327	NA	NA	NA	76	16	A375|YAPC|PC3|BICR6|A549|KELLY|SNGM|HT29|U251MG|MCF7|SNU761|ES2|AGS|HS944T|LCLC103H|IPC298	NA	NA	NA
ARHGEF6	9459	ENSG00000129675	NA	NA	NA	29	13	BICR6|ES2|U251MG|AGS|YAPC|A375|HT29|PC3|KYSE30|SNU761|MCF7|A549|NA	NA	NA	NA
ARHGEF7	8874	ENSG00000102606	NA	NA	NA	30	8	A549|HCC1806|BICR6|YAPC|PC3|ES2|LCLC103H|NA	9	5	MCF7|AGS|A549|HT29|BICR6
ARHGEF9	23229	ENSG00000131089	NA	NA	NA	NA	NA	NA	8	6	ES2|YAPC|HT29|AGS|DANG|MCF7
ARID1A	8289	ENSG00000117713	32	19	HS944T|AGS|A549|MCF7|A375|ES2|HCC1806|U251MG|HT29|BICR6|YAPC|PC3|IPC298|DANG|LCLC103H|SNU761|KYSE30|KELLY|SNGM	9	4	AGS|U251MG|ES2|BICR6	NA	NA	NA
ARID1B	57492	ENSG00000049618-bioMart	12	3	HCC44|ES2|A549	NA	NA	NA	NA	NA	NA
ARID2	196528	ENSG00000189079-bioMart	20	10	HT29|A549|PC3|ES2|AGS|A375|YAPC|U251MG|MCF7|BICR6	NA	NA	NA	NA	NA	NA
ARID3A	1820	ENSG00000116017	NA	NA	NA	27	11	AGS|BICR6|MCF7|U251MG|YAPC|HCC1806|HT29|PC3|A549|ES2|NA	1	1	PC3
ARID4A	5926	ENSG00000032219	20	10	BICR6|A375|YAPC|AGS|PC3|HT29|A549|MCF7|U251MG|ES2	NA	NA	NA	NA	NA	NA
ARID4B	51742	ENSG00000054267	NA	NA	NA	47	12	ES2|YAPC|HT29|A549|U251MG|A375|MCF7|BICR6|PC3|AGS|SNGM|KELLY	NA	NA	NA
ARID5B	84159	ENSG00000150347	44	19	LCLC103H|HCC1806|A549|U251MG|MCF7|PC3|KELLY|BICR6|HT29|AGS|KYSE30|SNGM|HS944T|ES2|IPC298|DANG|YAPC|A375|SNU761	49	14	A549|A375|YAPC|MCF7|AGS|PC3|KELLY|BICR6|ES2|U251MG|HT29|SNU761|SNGM|HS944T	NA	NA	NA
ARIH1	25820	ENSG00000166233	20	10	A549|MCF7|YAPC|AGS|PC3|BICR6|ES2|A375|U251MG|HT29	NA	NA	NA	8	6	HCC44|ES2|MCF7|U251MG|PC3|A549
ARIH2	10425	ENSG00000177479	44	19	MCF7|SNGM|DANG|LCLC103H|ES2|HT29|BICR6|A549|SNU761|U251MG|HS944T|AGS|KELLY|YAPC|A375|IPC298|HCC1806|PC3|KYSE30	NA	NA	NA	1	1	SNGM
ARL1	400	ENSG00000120805	NA	NA	NA	29	9	A375|DANG|ES2|AGS|KYSE30|MCF7|IPC298|BICR6|NA	NA	NA	NA
ARL3	403	ENSG00000138175	NA	NA	NA	24	1	NA	NA	NA	NA
ARL4C	10123	ENSG00000188042	NA	NA	NA	43	11	PC3|BICR6|YAPC|KELLY|A375|HT29|A549|U251MG|AGS|ES2|LCLC103H	9	6	YAPC|BICR6|ES2|A549|U251MG|A375
ARL5B	221079	ENSG00000165997-bioMart	20	10	YAPC|AGS|PC3|HT29|A375|A549|MCF7|ES2|BICR6|U251MG	NA	NA	NA	NA	NA	NA
ARL5C	390790	ENSG00000141748-bioMart	20	10	MCF7|ES2|A375|HT29|A549|U251MG|BICR6|PC3|AGS|YAPC	NA	NA	NA	NA	NA	NA
ARL6IP4	51329	ENSG00000182196	20	10	YAPC|A549|A375|PC3|U251MG|BICR6|HT29|AGS|MCF7|ES2	NA	NA	NA	NA	NA	NA
ARMC5	79798	ENSG00000140691-bioMart	NA	NA	NA	NA	NA	NA	1	1	AGS
ARNT	405	ENSG00000143437	NA	NA	NA	43	14	HCC1806|ES2|AGS|A549|YAPC|HT29|U251MG|IPC298|SNGM|BICR6|PC3|LCLC103H|KYSE30|A375	1	1	ES2
ARNT2	9915	ENSG00000172379	NA	NA	NA	42	13	A375|ES2|U251MG|BICR6|HCC1806|SNGM|PC3|MCF7|A549|KYSE30|HS944T|KELLY|HT29	NA	NA	NA
ARNTL	406	ENSG00000133794	NA	NA	NA	40	13	HCC44|A549|HT29|PC3|BICR6|AGS|MCF7|ES2|YAPC|HCC1806|KELLY|U251MG|NA	15	10	ES2|BICR6|U251MG|DANG|HS944T|YAPC|PC3|A549|A375|HT29
ARNTL2	56938	ENSG00000029153	20	10	A375|U251MG|ES2|A549|AGS|YAPC|HT29|PC3|MCF7|BICR6	32	13	BICR6|A375|U251MG|AGS|HT29|A549|HS944T|PC3|KYSE30|YAPC|SNU761|DANG|NA	1	1	HS944T
ARPC1A	10552	ENSG00000241685	NA	NA	NA	24	1	NA	9	6	U251MG|BICR6|A375|MCF7|A549|SNU761
ARPC1B	10095	ENSG00000130429	18	9	HT29|ES2|A549|BICR6|YAPC|A375|PC3|U251MG|AGS	27	1	NA	9	7	AGS|BICR6|MCF7|U251MG|A375|YAPC|ES2
ARPC2	10109	ENSG00000163466	18	9	A375|AGS|YAPC|A549|BICR6|PC3|U251MG|HT29|ES2	35	6	A549|DLD1|U251MG|ES2|HT29|NA	NA	NA	NA
ARPC3	10094	ENSG00000111229	42	18	KYSE30|A549|AGS|KELLY|ES2|PC3|HCC1806|U251MG|LCLC103H|SNU761|A375|YAPC|HT29|IPC298|BICR6|HS944T|DANG|SNGM	29	11	ES2|SNU761|A375|HT29|KELLY|AGS|BICR6|U251MG|A549|PC3|NA	9	6	PC3|U251MG|BICR6|YAPC|HT29|A375
ARPC4	10093	ENSG00000241553	42	18	A375|A549|HS944T|IPC298|KYSE30|KELLY|LCLC103H|PC3|DANG|BICR6|U251MG|SNGM|ES2|HT29|SNU761|HCC1806|AGS|YAPC	30	8	YAPC|A549|ES2|MCF7|AGS|BICR6|U251MG|NA	9	7	DANG|U251MG|BICR6|HS944T|ES2|MCF7|A549
ARPC5	10092	ENSG00000162704	18	9	A549|A375|PC3|BICR6|HT29|ES2|U251MG|AGS|YAPC	24	1	NA	NA	NA	NA
ARPP19	10776	ENSG00000128989	NA	NA	NA	50	11	AGS|YAPC|BICR6|A375|LCLC103H|A549|HT29|PC3|ES2|U251MG|MCF7	NA	NA	NA
ARRB1	408	ENSG00000137486	NA	NA	NA	32	12	HT29|HCC1806|AGS|ES2|LCLC103H|PC3|YAPC|A375|MCF7|KYSE30|A549|NA	8	6	BICR6|U251MG|HT29|YAPC|ES2|A375
ARRDC5	645432	ENSG00000205784-bioMart	20	10	A549|ES2|BICR6|PC3|U251MG|A375|HT29|YAPC|AGS|MCF7	NA	NA	NA	NA	NA	NA
ARSG	22901	ENSG00000141337-bioMart	20	10	YAPC|PC3|ES2|BICR6|U251MG|A375|HT29|A549|AGS|MCF7	NA	NA	NA	NA	NA	NA
ARSI	340075	ENSG00000183876-bioMart	NA	NA	NA	NA	NA	NA	4	4	A549|U251MG|AGS|A375
ART1	417	ENSG00000129744	20	10	U251MG|ES2|YAPC|PC3|HT29|BICR6|MCF7|A375|AGS|A549	NA	NA	NA	NA	NA	NA
ART3	419	ENSG00000156219	20	10	U251MG|PC3|AGS|A549|A375|YAPC|BICR6|MCF7|ES2|HT29	NA	NA	NA	NA	NA	NA
ART4	420	ENSG00000111339	20	10	YAPC|AGS|A375|MCF7|U251MG|PC3|HT29|ES2|A549|BICR6	NA	NA	NA	NA	NA	NA
ARX	170302	ENSG00000004848-bioMart	NA	NA	NA	24	1	NA	NA	NA	NA
ASAH1	427	ENSG00000104763	648	19	YAPC|A549|ES2|AGS|PC3|HT29|SNGM|A375|BICR6|IPC298|KELLY|MCF7|U251MG|DANG|LCLC103H|HCC1806|KYSE30|HS944T|SNU761	27	10	YAPC|SNU761|U251MG|HT29|PC3|HS944T|A549|ES2|IPC298|NA	9	7	AGS|A375|KYSE30|U251MG|HT29|MCF7|YAPC
ASAH2B	653308	ENSG00000204147-bioMart	30	10	YAPC|ES2|BICR6|A375|U251MG|AGS|A549|PC3|HT29|MCF7	NA	NA	NA	NA	NA	NA
ASAP1	50807	ENSG00000153317	20	10	HT29|YAPC|U251MG|MCF7|A549|A375|ES2|PC3|AGS|BICR6	NA	NA	NA	NA	NA	NA
ASAP2	8853	ENSG00000151693	NA	NA	NA	39	13	AGS|DANG|BICR6|MCF7|HT29|A375|A549|PC3|U251MG|YAPC|IPC298|KELLY|LCLC103H	9	7	HT29|A375|YAPC|PC3|AGS|MCF7|A549
ASB16-AS1	339201	ENSG00000267080-bioMart	NA	NA	NA	NA	NA	NA	4	3	A549|PC3|MCF7
ASCC3	10973	ENSG00000112249	NA	NA	NA	77	16	A375|A549|U251MG|YAPC|BICR6|PC3|KELLY|AGS|DANG|MCF7|HCC1806|ES2|HT29|HS944T|IPC298|LCLC103H	9	8	ES2|AGS|A549|KYSE30|PC3|HT29|BICR6|A375
ASCL2	430	ENSG00000183734	20	10	U251MG|AGS|YAPC|A375|ES2|PC3|HT29|A549|BICR6|MCF7	NA	NA	NA	8	5	ES2|SNGM|U251MG|HT29|A375
ASCL4	121549	ENSG00000187855-bioMart	NA	NA	NA	24	1	NA	11	8	A375|HS944T|ES2|MCF7|HT29|U251MG|DANG|PC3
ASCL5	647219	ENSG00000232237-bioMart	20	10	ES2|A375|YAPC|MCF7|BICR6|HT29|A549|AGS|U251MG|PC3	NA	NA	NA	NA	NA	NA
ASF1A	25842	ENSG00000111875	NA	NA	NA	33	10	A375|HT29|MCF7|AGS|A549|BICR6|U251MG|PC3|YAPC|NA	9	6	A375|PC3|LCLC103H|HT29|U251MG|YAPC
ASF1B	55723	ENSG00000105011	NA	NA	NA	30	9	ES2|HT29|A375|BICR6|A549|MCF7|AGS|YAPC|NA	9	6	AGS|A549|U251MG|YAPC|ES2|BICR6
ASGR1	432	ENSG00000141505	20	10	A375|U251MG|ES2|AGS|MCF7|PC3|A549|HT29|BICR6|YAPC	NA	NA	NA	NA	NA	NA
ASGR2	433	ENSG00000161944	20	10	A549|AGS|HT29|A375|YAPC|BICR6|PC3|ES2|MCF7|U251MG	27	1	NA	9	6	MCF7|HT29|YAPC|PC3|A375|ES2
ASH1L	55870	ENSG00000116539	26	10	A375|A549|PC3|AGS|HT29|ES2|U251MG|BICR6|MCF7|YAPC	NA	NA	NA	NA	NA	NA
ASH2L	9070	ENSG00000129691	26	10	A375|HT29|PC3|AGS|MCF7|BICR6|ES2|U251MG|A549|YAPC	66	15	HT29|ES2|KYSE30|DANG|SNGM|A375|BICR6|U251MG|LCLC103H|MCF7|AGS|YAPC|PC3|A549|HCC1806	9	6	ES2|U251MG|MCF7|BICR6|YAPC|AGS
ASIC2	40	ENSG00000108684	20	10	A375|YAPC|PC3|AGS|BICR6|HT29|U251MG|MCF7|ES2|A549	NA	NA	NA	NA	NA	NA
ASIC3	9311	ENSG00000213199	20	10	PC3|MCF7|A549|A375|AGS|HT29|YAPC|ES2|BICR6|U251MG	NA	NA	NA	NA	NA	NA
ASL	435	ENSG00000126522	18	9	PC3|BICR6|YAPC|A549|HT29|A375|AGS|ES2|U251MG	78	17	AGS|ES2|HT29|SNGM|HS944T|LCLC103H|YAPC|BICR6|PC3|U251MG|A375|HCC1806|A549|MCF7|IPC298|SNU761|KELLY	NA	NA	NA
ASMT	438	ENSG00000196433	18	9	PC3|A549|YAPC|A375|HT29|U251MG|ES2|AGS|BICR6	NA	NA	NA	NA	NA	NA
ASMTL	8623	ENSG00000169093	NA	NA	NA	45	14	HT29|PC3|LCLC103H|BICR6|U251MG|AGS|YAPC|ES2|A549|SNGM|MCF7|A375|HS944T|IPC298	9	6	HT29|AGS|ES2|U251MG|MCF7|A549
ASNA1	439	ENSG00000198356	18	9	A549|U251MG|A375|HT29|AGS|PC3|BICR6|YAPC|ES2	30	12	BICR6|HS944T|HT29|A375|AGS|YAPC|PC3|U251MG|A549|ES2|HCC1806|NA	9	6	U251MG|ES2|MCF7|A375|AGS|A549
ASNS	440	ENSG00000070669	64	19	YAPC|BICR6|U251MG|KELLY|SNGM|KYSE30|SNU761|PC3|HT29|A549|AGS|MCF7|DANG|HS944T|A375|HCC1806|ES2|LCLC103H|IPC298	38	10	A549|PC3|YAPC|U251MG|HT29|AGS|A375|DANG|ES2|MCF7	9	6	YAPC|AGS|HT29|ES2|BICR6|MCF7
ASPA	443	ENSG00000108381	18	9	PC3|U251MG|A375|AGS|A549|HT29|ES2|BICR6|YAPC	NA	NA	NA	NA	NA	NA
ASPH	444	ENSG00000198363	42	18	LCLC103H|DANG|HT29|IPC298|AGS|U251MG|HS944T|KYSE30|KELLY|YAPC|SNU761|A549|SNGM|PC3|BICR6|HCC1806|A375|ES2	30	8	PC3|ES2|YAPC|A375|BICR6|U251MG|HT29|NA	9	7	HS944T|BICR6|LCLC103H|IPC298|SNU761|AGS|U251MG
ASPHD1	253982	ENSG00000174939	NA	NA	NA	NA	NA	NA	8	7	A549|A375|MCF7|ES2|PC3|U251MG|BICR6
ASPHD2	57168	ENSG00000128203-bioMart	20	10	YAPC|AGS|HT29|ES2|U251MG|PC3|MCF7|BICR6|A549|A375	NA	NA	NA	NA	NA	NA
ASPM	259266	ENSG00000066279	20	10	PC3|AGS|BICR6|A375|ES2|HT29|A549|YAPC|MCF7|U251MG	6	5	A375|U251MG|PC3|BICR6|MCF7	NA	NA	NA
ASRGL1	80150	ENSG00000162174	18	9	HT29|A549|YAPC|U251MG|A375|AGS|BICR6|PC3|ES2	27	8	A549|AGS|ES2|A375|U251MG|YAPC|PC3|NA	NA	NA	NA
ASS1	445	ENSG00000130707	42	18	A549|YAPC|LCLC103H|IPC298|U251MG|KYSE30|SNGM|HT29|A375|HCC1806|DANG|SNU761|PC3|HS944T|BICR6|ES2|KELLY|AGS	27	1	NA	8	7	A375|SNU761|BICR6|AGS|HCC1806|U251MG|ES2
ASXL1	171023	ENSG00000171456	62	19	A375|SNGM|A549|KYSE30|HS944T|ES2|U251MG|HCC1806|SNU761|LCLC103H|AGS|PC3|HT29|MCF7|KELLY|IPC298|DANG|BICR6|YAPC	NA	NA	NA	NA	NA	NA
ATAD2	29028	ENSG00000156802	20	10	BICR6|MCF7|ES2|AGS|A549|A375|U251MG|YAPC|PC3|HT29	NA	NA	NA	NA	NA	NA
ATF1	466	ENSG00000123268	74	19	ES2|A549|YAPC|KELLY|HS944T|A375|AGS|SNU761|U251MG|HT29|SNGM|BICR6|MCF7|LCLC103H|DANG|PC3|IPC298|HCC1806|KYSE30	30	12	MCF7|BICR6|AGS|HT29|YAPC|U251MG|ES2|KYSE30|HS944T|A549|A375|PC3	1	1	ES2
ATF2	1386	ENSG00000115966	20	10	ES2|PC3|BICR6|YAPC|U251MG|AGS|MCF7|A375|A549|HT29	54	14	A549|A375|AGS|U251MG|SNU761|BICR6|HT29|SNGM|KELLY|ES2|MCF7|YAPC|PC3|HS944T	53	16	A375|ES2|PC3|A549|U251MG|SNU761|MCF7|HT29|IPC298|KELLY|YAPC|LCLC103H|BICR6|AGS|HCC1806|HS944T
ATF3	467	ENSG00000162772	20	10	MCF7|YAPC|HT29|PC3|AGS|BICR6|ES2|U251MG|A375|A549	30	13	U251MG|PC3|AGS|BICR6|ES2|YAPC|A549|HT29|MCF7|KELLY|DANG|HS944T|HCC1806	4	3	A549|ES2|A375
ATF4	468	ENSG00000128272	32	11	ES2|A549|HCC44|MCF7|PC3|HT29|AGS|BICR6|YAPC|U251MG|A375	44	15	ES2|A549|IPC298|MCF7|A375|YAPC|KELLY|PC3|BICR6|HCC1806|AGS|SNGM|U251MG|DANG|KYSE30	29	11	ES2|A375|AGS|IPC298|HT29|PC3|A549|U251MG|SNGM|BICR6|MCF7
ATF5	22809	ENSG00000169136	NA	NA	NA	93	15	U251MG|MCF7|LCLC103H|ES2|A375|SNGM|HT29|HS944T|AGS|BICR6|PC3|A549|YAPC|IPC298|HCC1806	NA	NA	NA
ATF6	22926	ENSG00000118217	95	19	AGS|A549|A375|U251MG|IPC298|PC3|DANG|HS944T|SNU761|LCLC103H|KYSE30|MCF7|ES2|KELLY|YAPC|HT29|HCC1806|BICR6|SNGM	40	9	A375|ES2|A549|YAPC|MCF7|U251MG|BICR6|AGS|NA	18	11	U251MG|BICR6|ES2|A549|AGS|PC3|A375|LCLC103H|YAPC|MCF7|HT29
ATF6B	1388	ENSG00000213676	NA	NA	NA	NA	NA	NA	1	1	PC3
ATF7	11016	ENSG00000170653	20	10	AGS|U251MG|BICR6|HT29|A549|MCF7|YAPC|A375|PC3|ES2	NA	NA	NA	2	2	ES2|A549
ATG10	83734	ENSG00000152348	NA	NA	NA	NA	NA	NA	9	7	PC3|A375|KELLY|YAPC|MCF7|U251MG|BICR6
ATG12	9140	ENSG00000145782	NA	NA	NA	27	9	PC3|HS944T|BICR6|A549|AGS|ES2|A375|KYSE30|NA	NA	NA	NA
ATG16L1	55054	ENSG00000085978	20	10	YAPC|MCF7|ES2|PC3|U251MG|AGS|A549|A375|HT29|BICR6	50	15	HCC44|ES2|A375|A549|HT29|KYSE30|YAPC|AGS|BICR6|MCF7|PC3|KELLY|U251MG|LCLC103H|SNGM	26	7	ES2|BICR6|A549|MCF7|AGS|YAPC|A375
ATG16L2	89849	ENSG00000168010-bioMart	NA	NA	NA	43	14	A549|HT29|IPC298|AGS|A375|U251MG|BICR6|ES2|PC3|MCF7|DANG|HCC1806|SNGM|YAPC	2	2	MCF7|ES2
ATG3	64422	ENSG00000144848	NA	NA	NA	41	12	PC3|YAPC|AGS|MCF7|KELLY|HT29|U251MG|BICR6|A375|ES2|A549|SNU761	13	8	A549|PC3|A375|BICR6|HS944T|MCF7|U251MG|YAPC
ATG4A	115201	ENSG00000101844	NA	NA	NA	30	10	ES2|A549|U251MG|MCF7|A375|AGS|YAPC|BICR6|PC3|NA	9	7	PC3|A375|ES2|U251MG|MCF7|A549|HT29
ATG4B	23192	ENSG00000168397	NA	NA	NA	24	1	NA	NA	NA	NA
ATG4D	84971	ENSG00000130734-bioMart	NA	NA	NA	33	13	BICR6|PC3|DANG|HT29|AGS|A375|ES2|U251MG|A549|YAPC|KYSE30|MCF7|NA	NA	NA	NA
ATG5	9474	ENSG00000057663	20	10	A375|A549|ES2|YAPC|U251MG|HT29|AGS|BICR6|MCF7|PC3	49	14	ES2|A375|MCF7|LCLC103H|HT29|SNGM|BICR6|PC3|A549|KYSE30|U251MG|YAPC|AGS|HCC1806	23	12	MCF7|BICR6|AGS|KELLY|A375|HT29|LCLC103H|ES2|YAPC|A549|U251MG|PC3
ATG7	10533	ENSG00000197548	NA	NA	NA	44	14	A549|BICR6|AGS|YAPC|KYSE30|A375|PC3|HT29|ES2|DANG|SNU761|LCLC103H|U251MG|MCF7	8	6	ES2|U251MG|AGS|YAPC|A375|LCLC103H
ATIC	471	ENSG00000138363	20	10	A375|ES2|AGS|HT29|MCF7|BICR6|PC3|U251MG|A549|YAPC	36	12	A549|PC3|YAPC|U251MG|A375|BICR6|ES2|MCF7|AGS|SNGM|HT29|KYSE30	8	6	MCF7|HT29|BICR6|AGS|U251MG|YAPC
ATM	472	ENSG00000149311	20	10	U251MG|A375|ES2|AGS|HT29|PC3|YAPC|BICR6|A549|MCF7	180	16	A375|HCC44|BICR6|AGS|PC3|A549|ES2|MCF7|KYSE30|U251MG|HT29|KELLY|YAPC|HS944T|SNU761|NA	16	10	BICR6|ES2|PC3|YAPC|HCC1806|HT29|U251MG|A549|A375|KYSE30
ATMIN	23300	ENSG00000166454	NA	NA	NA	47	13	HT29|U251MG|A549|PC3|MCF7|YAPC|A375|IPC298|ES2|AGS|BICR6|KYSE30|NA	8	7	ES2|MCF7|A549|AGS|A375|U251MG|BICR6
ATOH1	474	ENSG00000172238	NA	NA	NA	NA	NA	NA	1	1	BICR6
ATOX1	475	ENSG00000177556	NA	NA	NA	30	10	A375|MCF7|HCC1806|U251MG|AGS|YAPC|LCLC103H|PC3|ES2|NA	9	6	YAPC|A549|A375|ES2|MCF7|PC3
ATP11B	23200	ENSG00000058063	44	19	A375|U251MG|KYSE30|YAPC|HS944T|SNU761|HCC1806|A549|ES2|HT29|DANG|MCF7|KELLY|PC3|LCLC103H|IPC298|BICR6|AGS|SNGM	39	14	SNGM|A549|LCLC103H|ES2|HT29|BICR6|PC3|AGS|U251MG|MCF7|KELLY|IPC298|A375|YAPC	NA	NA	NA
ATP13A2	23400	ENSG00000159363	20	10	A549|HT29|MCF7|A375|BICR6|AGS|U251MG|ES2|YAPC|PC3	NA	NA	NA	NA	NA	NA
ATP13A3	79572	ENSG00000133657	44	19	BICR6|U251MG|A549|ES2|HT29|KYSE30|MCF7|DANG|IPC298|A375|SNGM|SNU761|HS944T|AGS|KELLY|PC3|LCLC103H|YAPC|HCC1806	NA	NA	NA	NA	NA	NA
ATP1A1	476	ENSG00000163399	44	19	HT29|KYSE30|ES2|HS944T|A375|HCC1806|DANG|A549|IPC298|SNGM|U251MG|SNU761|PC3|AGS|BICR6|LCLC103H|YAPC|KELLY|MCF7	35	15	HCC1806|ES2|U251MG|SNGM|PC3|A375|MCF7|BICR6|A549|YAPC|IPC298|HS944T|HT29|AGS|DANG	NA	NA	NA
ATP1A1-AS1	84852	ENSG00000203865-bioMart	NA	NA	NA	NA	NA	NA	4	4	HCC44|DLD1|AGS|ES2
ATP1A3	478	ENSG00000105409	20	10	U251MG|YAPC|ES2|HT29|PC3|AGS|A375|BICR6|MCF7|A549	40	15	PC3|U251MG|MCF7|BICR6|LCLC103H|YAPC|A375|AGS|HCC1806|HT29|A549|KYSE30|ES2|SNGM|IPC298	9	7	U251MG|PC3|BICR6|HT29|YAPC|ES2|A375
ATP1A4	480	ENSG00000132681-bioMart	20	10	U251MG|YAPC|MCF7|A549|HT29|ES2|PC3|BICR6|A375|AGS	NA	NA	NA	NA	NA	NA
ATP1B1	481	ENSG00000143153	95	19	U251MG|LCLC103H|A375|YAPC|BICR6|HT29|PC3|KELLY|HCC1806|SNGM|A549|KYSE30|SNU761|ES2|HS944T|IPC298|AGS|DANG|MCF7	80	13	BICR6|ES2|PC3|AGS|U251MG|YAPC|SNGM|HT29|A549|A375|HS944T|MCF7|IPC298	8	6	DANG|YAPC|A549|HT29|BICR6|AGS
ATP1B2	482	ENSG00000129244	18	9	A549|PC3|ES2|A375|BICR6|HT29|AGS|YAPC|U251MG	NA	NA	NA	NA	NA	NA
ATP1B3	483	ENSG00000069849	20	10	BICR6|YAPC|U251MG|AGS|ES2|HT29|PC3|A375|A549|MCF7	NA	NA	NA	NA	NA	NA
ATP1B4	23439	ENSG00000101892	20	10	BICR6|ES2|HT29|A375|YAPC|MCF7|U251MG|A549|AGS|PC3	NA	NA	NA	NA	NA	NA
ATP2A1	487	ENSG00000196296	20	10	A549|AGS|U251MG|PC3|HT29|A375|ES2|YAPC|BICR6|MCF7	NA	NA	NA	NA	NA	NA
ATP2A1-AS1	100289092	ENSG00000260442-bioMart	NA	NA	NA	NA	NA	NA	4	4	A375|HCC44|BICR6|AGS
ATP2A2	488	ENSG00000174437	42	18	KELLY|ES2|IPC298|BICR6|U251MG|YAPC|A375|SNGM|DANG|HCC1806|HS944T|A549|LCLC103H|PC3|KYSE30|HT29|SNU761|AGS	33	10	YAPC|HT29|ES2|MCF7|A549|HS944T|A375|AGS|SNGM|NA	NA	NA	NA
ATP2B1	490	ENSG00000070961	20	10	U251MG|BICR6|A549|MCF7|A375|ES2|YAPC|HT29|AGS|PC3	NA	NA	NA	NA	NA	NA
ATP2C1	27032	ENSG00000017260	63	19	A549|MCF7|U251MG|AGS|PC3|ES2|HT29|DANG|HCC1806|BICR6|IPC298|A375|LCLC103H|YAPC|SNU761|SNGM|HS944T|KYSE30|KELLY	74	15	ES2|YAPC|U251MG|PC3|AGS|A375|MCF7|KELLY|HT29|A549|BICR6|LCLC103H|HS944T|KYSE30|SNGM	NA	NA	NA
ATP4A	495	ENSG00000105675	20	10	AGS|PC3|A549|BICR6|MCF7|A375|U251MG|YAPC|HT29|ES2	NA	NA	NA	NA	NA	NA
ATP6AP1	537	ENSG00000071553	NA	NA	NA	30	8	PC3|ES2|KELLY|A549|U251MG|AGS|SNGM|NA	NA	NA	NA
ATP6V0A1	535	ENSG00000033627	NA	NA	NA	27	1	NA	9	5	PC3|YAPC|ES2|U251MG|A549
ATP6V0B	533	ENSG00000117410	NA	NA	NA	94	15	A549|BICR6|MCF7|HT29|DANG|PC3|YAPC|A375|U251MG|ES2|AGS|KELLY|LCLC103H|SNU761|HCC1806	9	8	MCF7|U251MG|PC3|A375|HT29|A549|ES2|YAPC
ATP6V0C	527	ENSG00000185883	NA	NA	NA	24	1	NA	8	6	AGS|A375|BICR6|HT29|YAPC|HCC1806
ATP6V1A	523	ENSG00000114573	18	9	A549|YAPC|AGS|ES2|BICR6|HT29|A375|PC3|U251MG	33	10	PC3|A375|U251MG|A549|BICR6|MCF7|AGS|YAPC|HS944T|NA	NA	NA	NA
ATP6V1C1	528	ENSG00000155097	18	9	ES2|YAPC|BICR6|AGS|A375|HT29|PC3|A549|U251MG	NA	NA	NA	NA	NA	NA
ATP6V1D	51382	ENSG00000100554	NA	NA	NA	81	15	AGS|YAPC|HS944T|A549|PC3|ES2|HT29|IPC298|A375|SNU761|MCF7|BICR6|KELLY|U251MG|LCLC103H	8	5	YAPC|BICR6|A375|AGS|HCC1806
ATP6V1F	9296	ENSG00000128524	NA	NA	NA	53	13	MCF7|DANG|A549|ES2|PC3|SNGM|HT29|A375|IPC298|AGS|U251MG|YAPC|BICR6	9	6	PC3|ES2|HT29|A375|BICR6|A549
ATP7A	538	ENSG00000165240	NA	NA	NA	27	1	NA	NA	NA	NA
ATP8B2	57198	ENSG00000143515	20	10	U251MG|HT29|A549|ES2|PC3|AGS|A375|MCF7|YAPC|BICR6	NA	NA	NA	NA	NA	NA
ATP8B4	79895	ENSG00000104043	20	10	A549|MCF7|YAPC|HT29|BICR6|ES2|AGS|PC3|U251MG|A375	NA	NA	NA	NA	NA	NA
ATP9A	10079	ENSG00000054793	20	10	AGS|ES2|U251MG|YAPC|MCF7|BICR6|HT29|A375|PC3|A549	NA	NA	NA	NA	NA	NA
ATP9B	374868	ENSG00000166377	20	10	A375|BICR6|U251MG|ES2|A549|HT29|PC3|AGS|YAPC|MCF7	NA	NA	NA	NA	NA	NA
ATR	545	ENSG00000175054	20	10	HT29|AGS|U251MG|YAPC|ES2|BICR6|PC3|A375|A549|MCF7	111	12	BICR6|PC3|YAPC|A375|AGS|SNGM|A549|ES2|U251MG|HT29|MCF7|NA	NA	NA	NA
