ensembl_gene_id	probe_id	hgnc_symbol	entrezgene_id	biotype
ENSG00000005339	202160_at	CREBBP	1387	protein_coding
ENSG00000005339	228177_at	CREBBP	1387	protein_coding
ENSG00000005379	205839_s_at	TSPOAP1	9256	protein_coding
ENSG00000005381	203948_s_at	MPO	4353	protein_coding
ENSG00000005381	203949_at	MPO	4353	protein_coding
ENSG00000005421	206345_s_at	PON1	5444	protein_coding
ENSG00000005421	206344_at	PON1	5444	protein_coding
ENSG00000005436	210175_at	GCFC2	6936	protein_coding
ENSG00000005436	216305_s_at	GCFC2	6936	protein_coding
ENSG00000005448	225898_at	WDR54	84058	protein_coding
ENSG00000005469	231102_at	CROT	54677	protein_coding
ENSG00000005469	243283_at	CROT	54677	protein_coding
ENSG00000005469	204573_at	CROT	54677	protein_coding
ENSG00000005471	1570505_at	ABCB4	5244	protein_coding
ENSG00000005471	207819_s_at	ABCB4	5244	protein_coding
ENSG00000005483	223189_x_at	KMT2E	55904	protein_coding
ENSG00000005483	223190_s_at	KMT2E	55904	protein_coding
ENSG00000005483	226100_at	KMT2E	55904	protein_coding
ENSG00000005483	238552_at	KMT2E	55904	protein_coding
ENSG00000005486	232053_x_at	RHBDD2	57414	protein_coding
ENSG00000005486	222995_s_at	RHBDD2	57414	protein_coding
ENSG00000005513	226913_s_at	SOX8	30812	protein_coding
ENSG00000005700	210970_s_at	IBTK	25998	protein_coding
ENSG00000005801	204234_s_at	ZNF195	7748	protein_coding
ENSG00000005810	1557370_s_at	MYCBP2	23077	protein_coding
ENSG00000005810	201959_s_at	MYCBP2	23077	protein_coding
ENSG00000005810	201960_s_at	MYCBP2	23077	protein_coding
ENSG00000005812	225132_at	FBXL3	26224	protein_coding
ENSG00000005812	235608_at	FBXL3	26224	protein_coding
ENSG00000005844	1554240_a_at	ITGAL	3683	protein_coding
ENSG00000005844	213475_s_at	ITGAL	3683	protein_coding
ENSG00000005882	213724_s_at	PDK2	5164	protein_coding
ENSG00000005882	202590_s_at	PDK2	5164	protein_coding
ENSG00000005884	201474_s_at	ITGA3	3675	protein_coding
ENSG00000005889	207920_x_at	ZFX	7543	protein_coding
ENSG00000005889	217176_s_at	ZFX	7543	protein_coding
ENSG00000005889	214678_x_at	ZFX	7543	protein_coding
ENSG00000005889	229022_at	ZFX	7543	protein_coding
ENSG00000005893	200821_at	LAMP2	3920	protein_coding
ENSG00000005893	203041_s_at	LAMP2	3920	protein_coding
ENSG00000005893	203042_at	LAMP2	3920	protein_coding
ENSG00000005893	226671_at	LAMP2	3920	protein_coding
ENSG00000005961	216956_s_at	ITGA2B	3674	protein_coding
ENSG00000005961	206494_s_at	ITGA2B	3674	protein_coding
ENSG00000005961	206493_at	ITGA2B	3674	protein_coding
ENSG00000005981	237721_s_at	ASB4	51666	protein_coding
ENSG00000005981	237720_at	ASB4	51666	protein_coding
ENSG00000005981	217228_s_at	ASB4	51666	protein_coding
ENSG00000005981	208481_at	ASB4	51666	protein_coding
ENSG00000005981	235619_at	ASB4	51666	protein_coding
ENSG00000006007	202593_s_at	GDE1	51573	protein_coding
ENSG00000006007	226214_at	GDE1	51573	protein_coding
ENSG00000006015	51200_at	REX1BD	55049	protein_coding
ENSG00000006015	218958_at	REX1BD	55049	protein_coding
ENSG00000006016	206315_at	CRLF1	9244	protein_coding
ENSG00000006025	208163_s_at	OSBPL7	114881	protein_coding
ENSG00000006025	210344_at	OSBPL7	114881	protein_coding
ENSG00000006025	227946_at	OSBPL7	114881	protein_coding
ENSG00000006042	223170_at	TMEM98	26022	protein_coding
ENSG00000006047	219704_at	YBX2	51087	protein_coding
ENSG00000006062	205192_at	MAP3K14	9020	protein_coding
ENSG00000006071	210246_s_at	ABCC8	6833	protein_coding
ENSG00000006116	206384_at	CACNG3	10368	protein_coding
ENSG00000006118	222758_s_at	TMEM132A	54972	protein_coding
ENSG00000006118	232419_at	TMEM132A	54972	protein_coding
ENSG00000006118	218834_s_at	TMEM132A	54972	protein_coding
ENSG00000006125	200615_s_at	AP2B1	163	protein_coding
ENSG00000006125	200612_s_at	AP2B1	163	protein_coding
ENSG00000006128	206552_s_at	TAC1	6863	protein_coding
ENSG00000006194	203707_at	ZNF263	10127	protein_coding
ENSG00000006194	232089_at	ZNF263	10127	protein_coding
ENSG00000006210	823_at	CX3CL1	6376	protein_coding
ENSG00000006210	203687_at	CX3CL1	6376	protein_coding
ENSG00000006282	218164_at	SPATA20	64847	protein_coding
ENSG00000006283	211315_s_at	CACNA1G	8913	protein_coding
ENSG00000006283	211314_at	CACNA1G	8913	protein_coding
ENSG00000006283	211802_x_at	CACNA1G	8913	protein_coding
ENSG00000006283	210380_s_at	CACNA1G	8913	protein_coding
ENSG00000006283	207869_s_at	CACNA1G	8913	protein_coding
ENSG00000006327	218368_s_at	TNFRSF12A	51330	protein_coding
ENSG00000006377	221289_at	DLX6	1750	protein_coding
ENSG00000006377	239309_at	DLX6	1750	protein_coding
ENSG00000006377	242940_x_at	DLX6	1750	protein_coding
ENSG00000006432	214969_at	MAP3K9	4293	protein_coding
ENSG00000006432	213927_at	MAP3K9	4293	protein_coding
ENSG00000006451	214435_x_at	RALA	5898	protein_coding
ENSG00000006451	224880_at	RALA	5898	protein_coding
ENSG00000006453	227371_at	BAIAP2L1	55971	protein_coding
ENSG00000006453	227372_s_at	BAIAP2L1	55971	protein_coding
ENSG00000006453	222675_s_at	BAIAP2L1	55971	protein_coding
ENSG00000006459	225142_at	KDM7A	80853	protein_coding
ENSG00000006459	221778_at	KDM7A	80853	protein_coding
ENSG00000006468	217053_x_at	ETV1	2115	protein_coding
ENSG00000006468	217061_s_at	ETV1	2115	protein_coding
ENSG00000006468	206501_x_at	ETV1	2115	protein_coding
ENSG00000006468	221911_at	ETV1	2115	protein_coding
ENSG00000006468	221910_at	ETV1	2115	protein_coding
ENSG00000006530	1555610_at	AGK	55750	protein_coding
ENSG00000006530	222132_s_at	AGK	55750	protein_coding
ENSG00000006530	218568_at	AGK	55750	protein_coding
ENSG00000006534	1565731_at	ALDH3B1	221	protein_coding
ENSG00000006534	211004_s_at	ALDH3B1	221	protein_coding
ENSG00000006534	205640_at	ALDH3B1	221	protein_coding
ENSG00000006555	215106_at	TTC22	55001	protein_coding
ENSG00000006555	215107_s_at	TTC22	55001	protein_coding
ENSG00000006555	220309_at	TTC22	55001	protein_coding
ENSG00000006555	235651_at	TTC22	55001	protein_coding
ENSG00000006576	1554822_at	PHTF2	57157	protein_coding
ENSG00000006576	1554780_a_at	PHTF2	57157	protein_coding
ENSG00000006576	215286_s_at	PHTF2	57157	protein_coding
ENSG00000006576	217097_s_at	PHTF2	57157	protein_coding
ENSG00000006576	209780_at	PHTF2	57157	protein_coding
ENSG00000006606	223710_at	CCL26	10344	protein_coding
ENSG00000006607	242857_at	FARP2	9855	protein_coding
ENSG00000006607	225652_at	FARP2	9855	protein_coding
ENSG00000006607	1554337_at	FARP2	9855	protein_coding
ENSG00000006607	204511_at	FARP2	9855	protein_coding
ENSG00000006611	211184_s_at	USH1C	10083	protein_coding
ENSG00000006611	205137_x_at	USH1C	10083	protein_coding
ENSG00000006625	215380_s_at	GGCT	79017	protein_coding
ENSG00000006634	204244_s_at	DBF4	10926	protein_coding
ENSG00000006638	211590_x_at	TBXA2R	6915	protein_coding
ENSG00000006638	207555_s_at	TBXA2R	6915	protein_coding
ENSG00000006638	336_at	TBXA2R	6915	protein_coding
ENSG00000006638	207554_x_at	TBXA2R	6915	protein_coding
ENSG00000006652	202146_at	IFRD1	3475	protein_coding
ENSG00000006652	230048_at	IFRD1	3475	protein_coding
ENSG00000006659	220158_at	LGALS14	56891	protein_coding
ENSG00000006695	203858_s_at	COX10	1352	protein_coding
ENSG00000006695	1569685_at	COX10	1352	protein_coding
ENSG00000006704	218412_s_at	GTF2IRD1	9569	protein_coding
ENSG00000006712	202093_s_at	PAF1	54623	protein_coding
ENSG00000006715	210849_s_at	VPS41	27072	protein_coding
ENSG00000006715	203106_s_at	VPS41	27072	protein_coding
ENSG00000006715	235625_at	VPS41	27072	protein_coding
ENSG00000006740	215232_at	ARHGAP44	9912	protein_coding
ENSG00000006740	205414_s_at	ARHGAP44	9912	protein_coding
ENSG00000006744	201767_s_at	ELAC2	60528	protein_coding
ENSG00000006747	1552367_a_at	SCIN	85477	protein_coding
ENSG00000006747	222272_x_at	SCIN	85477	protein_coding
ENSG00000006747	1552365_at	SCIN	85477	protein_coding
ENSG00000006756	207784_at	ARSD	414	protein_coding
ENSG00000006756	206831_s_at	ARSD	414	protein_coding
ENSG00000006756	232423_at	ARSD	414	protein_coding
ENSG00000006756	223696_at	ARSD	414	protein_coding
ENSG00000006756	230131_x_at	ARSD	414	protein_coding
ENSG00000006756	225280_x_at	ARSD	414	protein_coding
ENSG00000006756	223695_s_at	ARSD	414	protein_coding
ENSG00000006756	225286_at	ARSD	414	protein_coding
ENSG00000006757	209739_s_at	PNPLA4	8228	protein_coding
ENSG00000006757	209740_s_at	PNPLA4	8228	protein_coding
ENSG00000006788	208208_at	MYH13	8735	protein_coding
ENSG00000006831	201346_at	ADIPOR2	79602	protein_coding
ENSG00000006837	219831_at	CDKL3	51265	protein_coding
ENSG00000006837	241911_at	CDKL3	51265	protein_coding
ENSG00000007001	233155_at	UPP2	151531	protein_coding
ENSG00000007001	231376_at	UPP2	151531	protein_coding
ENSG00000007038	220051_at	PRSS21	10942	protein_coding
ENSG00000007047	55065_at	MARK4	57787	protein_coding
ENSG00000007047	221560_at	MARK4	57787	protein_coding
ENSG00000007062	204304_s_at	PROM1	8842	protein_coding
ENSG00000007080	225454_at	CCDC124	115098	protein_coding
ENSG00000007129	216605_s_at	CEACAM21	90273	protein_coding
ENSG00000007129	214907_at	CEACAM21	90273	protein_coding
ENSG00000007168	200815_s_at	PAFAH1B1	5048	protein_coding
ENSG00000007168	211547_s_at	PAFAH1B1	5048	protein_coding
ENSG00000007168	200813_s_at	PAFAH1B1	5048	protein_coding
ENSG00000007168	200816_s_at	PAFAH1B1	5048	protein_coding
ENSG00000007171	210037_s_at	NOS2	4843	protein_coding
ENSG00000007174	240857_at	DNAH9	1770	protein_coding
ENSG00000007174	210345_s_at	DNAH9	1770	protein_coding
ENSG00000007174	207959_s_at	DNAH9	1770	protein_coding
ENSG00000007202	201728_s_at	KIAA0100	9703	protein_coding
ENSG00000007202	201729_s_at	KIAA0100	9703	protein_coding
ENSG00000007216	207567_at	SLC13A2	9058	protein_coding
ENSG00000007216	239805_at	SLC13A2	9058	protein_coding
ENSG00000007237	207704_s_at	GAS7	8522	protein_coding
ENSG00000007237	211067_s_at	GAS7	8522	protein_coding
ENSG00000007237	210872_x_at	GAS7	8522	protein_coding
ENSG00000007237	202191_s_at	GAS7	8522	protein_coding
ENSG00000007237	202192_s_at	GAS7	8522	protein_coding
ENSG00000007255	204985_s_at	TRAPPC6A	79090	protein_coding
ENSG00000007264	206267_s_at	MATK	4145	protein_coding
ENSG00000007306	211848_s_at	CEACAM7	1087	protein_coding
ENSG00000007306	206198_s_at	CEACAM7	1087	protein_coding
ENSG00000007306	206199_at	CEACAM7	1087	protein_coding
ENSG00000007312	1555748_x_at	CD79B	974	protein_coding
ENSG00000007312	1555746_at	CD79B	974	protein_coding
ENSG00000007312	205297_s_at	CD79B	974	protein_coding
ENSG00000007314	206981_at	SCN4A	6329	protein_coding
ENSG00000007341	230079_at	ST7L	54879	protein_coding
ENSG00000007341	1552739_s_at	ST7L	54879	protein_coding
ENSG00000007341	1552738_a_at	ST7L	54879	protein_coding
ENSG00000007341	233141_s_at	ST7L	54879	protein_coding
ENSG00000007341	219964_at	ST7L	54879	protein_coding
ENSG00000007350	216370_s_at	TKTL1	8277	protein_coding
ENSG00000007350	214183_s_at	TKTL1	8277	protein_coding
ENSG00000007372	205646_s_at	PAX6	5080	protein_coding
ENSG00000007372	235795_at	PAX6	5080	protein_coding
ENSG00000007376	226078_at	RPUSD1	113000	protein_coding
ENSG00000007384	222711_s_at	RHBDF1	64285	protein_coding
ENSG00000007384	218686_s_at	RHBDF1	64285	protein_coding
ENSG00000007392	1557066_at	LUC7L	55692	protein_coding
ENSG00000007392	1557067_s_at	LUC7L	55692	protein_coding
ENSG00000007392	220143_x_at	LUC7L	55692	protein_coding
ENSG00000007392	223546_x_at	LUC7L	55692	protein_coding
ENSG00000007392	223295_s_at	LUC7L	55692	protein_coding
ENSG00000007402	204811_s_at	CACNA2D2	9254	protein_coding
ENSG00000007516	216356_x_at	BAIAP3	8938	protein_coding
ENSG00000007516	204874_x_at	BAIAP3	8938	protein_coding
ENSG00000007520	213104_at	TSR3	115939	protein_coding
ENSG00000007520	213105_s_at	TSR3	115939	protein_coding
ENSG00000007541	1555359_at	PIGQ	9091	protein_coding
ENSG00000007541	204144_s_at	PIGQ	9091	protein_coding
ENSG00000007545	225172_at	CRAMP1	57585	protein_coding
ENSG00000007866	209454_s_at	TEAD3	7005	protein_coding
ENSG00000007908	206211_at	SELE	6401	protein_coding
ENSG00000007923	1555360_a_at	DNAJC11	55735	protein_coding
ENSG00000007923	215792_s_at	DNAJC11	55735	protein_coding
ENSG00000007933	206496_at	FMO3	2328	protein_coding
ENSG00000007933	40665_at	FMO3	2328	protein_coding
ENSG00000007944	220319_s_at	MYLIP	29116	protein_coding
ENSG00000007944	223129_x_at	MYLIP	29116	protein_coding
ENSG00000007944	228098_s_at	MYLIP	29116	protein_coding
ENSG00000007944	223130_s_at	MYLIP	29116	protein_coding
ENSG00000007952	207380_x_at	NOX1	27035	protein_coding
ENSG00000007952	207217_s_at	NOX1	27035	protein_coding
ENSG00000007952	210808_s_at	NOX1	27035	protein_coding
ENSG00000007952	206418_at	NOX1	27035	protein_coding
ENSG00000007968	207042_at	E2F2	1870	protein_coding
ENSG00000007968	235582_at	E2F2	1870	protein_coding
ENSG00000007968	228361_at	E2F2	1870	protein_coding
ENSG00000008018	200876_s_at	PSMB1	5689	protein_coding
ENSG00000008018	214288_s_at	PSMB1	5689	protein_coding
ENSG00000008056	1553264_a_at	SYN1	6853	protein_coding
ENSG00000008056	221914_at	SYN1	6853	protein_coding
ENSG00000008083	203297_s_at	JARID2	3720	protein_coding
ENSG00000008083	203298_s_at	JARID2	3720	protein_coding
ENSG00000008086	206575_at	CDKL5	6792	protein_coding
ENSG00000008086	227004_at	CDKL5	6792	protein_coding
ENSG00000008086	231170_at	CDKL5	6792	protein_coding
ENSG00000008118	217128_s_at	CAMK1G	57172	protein_coding
ENSG00000008118	215161_at	CAMK1G	57172	protein_coding
ENSG00000008130	208917_x_at	NADK	65220	protein_coding
ENSG00000008130	215159_s_at	NADK	65220	protein_coding
ENSG00000008130	213607_x_at	NADK	65220	protein_coding
ENSG00000008130	208918_s_at	NADK	65220	protein_coding
ENSG00000008130	208919_s_at	NADK	65220	protein_coding
ENSG00000008196	215686_x_at	TFAP2B	7021	protein_coding
ENSG00000008196	1553394_a_at	TFAP2B	7021	protein_coding
ENSG00000008196	214451_at	TFAP2B	7021	protein_coding
