probe_id	Geneid	hgnc_symbol	entrezgene_id	biotype
8008409	ENSG00000006283	CACNA1G	8913	protein_coding
7992789	ENSG00000006327	TNFRSF12A	51330	protein_coding
8134407	ENSG00000006377	DLX6	1750	protein_coding
7979943	ENSG00000006432	MAP3K9	4293	protein_coding
8132406	ENSG00000006451	RALA	5898	protein_coding
8141206	ENSG00000006453	BAIAP2L1	55971	protein_coding
8143341	ENSG00000006459	KDM7A	80853	protein_coding
8138289	ENSG00000006468	ETV1	2115	protein_coding
8136614	ENSG00000006530	AGK	55750	protein_coding
7941961	ENSG00000006534	ALDH3B1	221	protein_coding
7916425	ENSG00000006555	TTC22	55001	protein_coding
8133818	ENSG00000006576	PHTF2	57157	protein_coding
8140358	ENSG00000006606	CCL26	10344	protein_coding
8049847	ENSG00000006607	FARP2	9855	protein_coding
7946903	ENSG00000006611	USH1C	10083	protein_coding
8138857	ENSG00000006625	GGCT	79017	protein_coding
8133976	ENSG00000006634	DBF4	10926	protein_coding
8032623	ENSG00000006638	TBXA2R	6915	protein_coding
8135514	ENSG00000006652	IFRD1	3475	protein_coding
8028750	ENSG00000006659	LGALS14	56891	protein_coding
8005089	ENSG00000006695	COX10	1352	protein_coding
8133477	ENSG00000006704	GTF2IRD1	9569	protein_coding
8036720	ENSG00000006712	PAF1	54623	protein_coding
8139165	ENSG00000006715	VPS41	27072	protein_coding
8005064	ENSG00000006740	ARHGAP44	9912	protein_coding
8012856	ENSG00000006744	ELAC2	60528	protein_coding
8131550	ENSG00000006747	SCIN	85477	protein_coding
8171148	ENSG00000006756	ARSD	414	protein_coding
8171229	ENSG00000006757	PNPLA4	8228	protein_coding
8012625	ENSG00000006788	MYH13	8735	protein_coding
7953021	ENSG00000006831	ADIPOR2	79602	protein_coding
8114171	ENSG00000006837	CDKL3	51265	protein_coding
8045848	ENSG00000007001	UPP2	151531	protein_coding
7992722	ENSG00000007038	PRSS21	10942	protein_coding
8029642	ENSG00000007047	MARK4	57787	protein_coding
8099476	ENSG00000007062	PROM1	8842	protein_coding
8026895	ENSG00000007080	CCDC124	115098	protein_coding
8029076	ENSG00000007129	CEACAM21	90273	protein_coding
8003758	ENSG00000007168	PAFAH1B1	5048	protein_coding
8013536	ENSG00000007171	NOS2	4843	protein_coding
8004957	ENSG00000007174	DNAH9	1770	protein_coding
8013696	ENSG00000007202	KIAA0100	9703	protein_coding
8005879	ENSG00000007216	SLC13A2	9058	protein_coding
8012605	ENSG00000007237	GAS7	8522	protein_coding
8037505	ENSG00000007255	TRAPPC6A	79090	protein_coding
8032682	ENSG00000007264	MATK	4145	protein_coding
8037053	ENSG00000007306	CEACAM7	1087	protein_coding
8017511	ENSG00000007312	CD79B	974	protein_coding
8017521	ENSG00000007314	SCN4A	6329	protein_coding
7918569	ENSG00000007341	ST7L	54879	protein_coding
8170834	ENSG00000007350	TKTL1	8277	protein_coding
7947338	ENSG00000007372	PAX6	5080	protein_coding
7998367	ENSG00000007376	RPUSD1	113000	protein_coding
7998136	ENSG00000007384	RHBDF1	64285	protein_coding
7998174	ENSG00000007392	LUC7L	55692	protein_coding
8087691	ENSG00000007402	CACNA2D2	9254	protein_coding
7992219	ENSG00000007516	BAIAP3	8938	protein_coding
7998449	ENSG00000007520	TSR3	115939	protein_coding
7991904	ENSG00000007541	PIGQ	9091	protein_coding
7992302	ENSG00000007545	CRAMP1	57585	protein_coding
8125887	ENSG00000007866	TEAD3	7005	protein_coding
7922229	ENSG00000007908	SELE	6401	protein_coding
7912112	ENSG00000007923	DNAJC11	55735	protein_coding
7907249	ENSG00000007933	FMO3	2328	protein_coding
8117020	ENSG00000007944	MYLIP	29116	protein_coding
8173979	ENSG00000007952	NOX1	27035	protein_coding
7913644	ENSG00000007968	E2F2	1870	protein_coding
8130952	ENSG00000008018	PSMB1	5689	protein_coding
8172317	ENSG00000008056	SYN1	6853	protein_coding
8116998	ENSG00000008083	JARID2	3720	protein_coding
8166289	ENSG00000008086	CDKL5	6792	protein_coding
7909425	ENSG00000008118	CAMK1G	57172	protein_coding
7911600	ENSG00000008130	NADK	65220	protein_coding
8120194	ENSG00000008196	TFAP2B	7021	protein_coding
8120184	ENSG00000008197	TFAP2D	83741	protein_coding
8078690	ENSG00000008226	DLEC1	9940	protein_coding
8138067	ENSG00000008256	CYTH3	9265	protein_coding
8133983	ENSG00000008277	ADAM22	53616	protein_coding
8142110	ENSG00000008282	SYPL1	6856	protein_coding
8017378	ENSG00000008283	CYB561	1534	protein_coding
8016745	ENSG00000008294	SPAG9	9043	protein_coding
8087145	ENSG00000008300	CELSR3	1951	protein_coding
8142554	ENSG00000008311	AASS	10157	protein_coding
7953303	ENSG00000008323	PLEKHG6	55200	protein_coding
8079074	ENSG00000008324	SS18L2	51188	protein_coding
8024829	ENSG00000008382	MPND	84954	protein_coding
7954196	ENSG00000008394	MGST1	4257	protein_coding
7966052	ENSG00000008405	CRY1	1407	protein_coding
8037742	ENSG00000008438	PGLYRP1	8993	protein_coding
8026139	ENSG00000008441	NFIX	4784	protein_coding
8153021	ENSG00000008513	ST3GAL1	6482	protein_coding
7992811	ENSG00000008516	MMP25	64386	protein_coding
7992828	ENSG00000008517	IL32	9235	protein_coding
7998700	ENSG00000008710	PKD1	5310	protein_coding
8074108	ENSG00000008735	MAPK8IP2	23542	protein_coding
8014925	ENSG00000008838	MED24	9862	protein_coding
8145227	ENSG00000008853	RHOBTB2	23221	protein_coding
8051464	ENSG00000008869	HEATR5B	54497	protein_coding
8083826	ENSG00000008952	SEC62	7095	protein_coding
8150872	ENSG00000008988	RPS20	6224	protein_coding
7918825	ENSG00000009307	CSDE1	7812	protein_coding
8137596	ENSG00000009335	UBE3C	9690	protein_coding
8128894	ENSG00000009413	REV3L	5980	protein_coding
8174937	ENSG00000009694	TENM1	10178	protein_coding
7898537	ENSG00000009709	PAX7	5081	protein_coding
7912361	ENSG00000009724	MASP2	10747	protein_coding
8122744	ENSG00000009765	IYD	389434	protein_coding
7899350	ENSG00000009780	FAM76A	199870	protein_coding
7909455	ENSG00000009790	TRAF3IP3	80342	protein_coding
7980358	ENSG00000009830	POMT2	29954	protein_coding
8122348	ENSG00000009844	VTA1	51534	protein_coding
8140085	ENSG00000009950	MLXIPL	51085	protein_coding
8140037	ENSG00000009954	BAZ1B	9031	protein_coding
8123989	ENSG00000010017	RANBP9	10048	protein_coding
8125993	ENSG00000010030	ETV7	51513	protein_coding
7910539	ENSG00000010072	SPRTN	83932	protein_coding
7907353	ENSG00000010165	EEF1AKNMT	51603	protein_coding
7953229	ENSG00000010219	DYRK4	8798	protein_coding
8006377	ENSG00000010244	ZNF207	7756	protein_coding
8087100	ENSG00000010256	UQCRC1	7384	protein_coding
8132376	ENSG00000010270	STARD3NL	83930	protein_coding
7953291	ENSG00000010278	CD9	928	protein_coding
8086419	ENSG00000010282	HHATL	57467	protein_coding
7953351	ENSG00000010292	NCAPD2	9918	protein_coding
7960559	ENSG00000010295	IFFO1	25900	protein_coding
8029728	ENSG00000010310	GIPR	2696	protein_coding
8080306	ENSG00000010318	PHF7	51533	protein_coding
8087907	ENSG00000010319	SEMA3G	56920	protein_coding
8080320	ENSG00000010322	NISCH	11188	protein_coding
8080344	ENSG00000010327	STAB1	23166	protein_coding
8038443	ENSG00000010361	FUZ	80199	protein_coding
7960201	ENSG00000010379	SLC6A13	6540	protein_coding
8175593	ENSG00000010404	IDS	3423	protein_coding
8154848	ENSG00000010438	PRSS3	5646	protein_coding
7998931	ENSG00000010539	ZNF200	7752	protein_coding
7953428	ENSG00000010610	CD4	920	protein_coding
7953520	ENSG00000010626	LRRC23	10233	protein_coding
8174051	ENSG00000010671	BTK	695	protein_coding
8117343	ENSG00000010704	HFE	3077	protein_coding
7915363	ENSG00000010803	SCMH1	22955	protein_coding
8128956	ENSG00000010810	FYN	2534	protein_coding
8129953	ENSG00000010818	HIVEP2	3097	protein_coding
7907286	ENSG00000010932	FMO1	2326	protein_coding
7898881	ENSG00000011007	ELOA	6924	protein_coding
7898902	ENSG00000011009	LYPLA2	11313	protein_coding
7897774	ENSG00000011021	CLCN6	1185	protein_coding
8009040	ENSG00000011028	MRC2	9902	protein_coding
8109236	ENSG00000011083	SLC6A7	6534	protein_coding
7953166	ENSG00000011105	TSPAN9	10867	protein_coding
7980998	ENSG00000011114	BTBD7	55727	protein_coding
8032670	ENSG00000011132	APBA3	9546	protein_coding
8016909	ENSG00000011143	MKS1	54903	protein_coding
8079153	ENSG00000011198	ABHD5	51099	protein_coding
8171248	ENSG00000011201	ANOS1	3730	protein_coding
8035023	ENSG00000011243	AKAP8L	26993	protein_coding
8016789	ENSG00000011258	MBTD1	54799	protein_coding
8008530	ENSG00000011260	UTP18	51096	protein_coding
8137986	ENSG00000011275	RNF216	54476	protein_coding
8005141	ENSG00000011295	TTC19	54902	protein_coding
8024019	ENSG00000011304	PTBP1	5725	protein_coding
8036460	ENSG00000011332	DPF1	8193	protein_coding
7948588	ENSG00000011347	SYT7	9066	protein_coding
8079311	ENSG00000011376	LARS2	23395	protein_coding
7946815	ENSG00000011405	PIK3C2A	5286	protein_coding
8037374	ENSG00000011422	PLAUR	5329	protein_coding
8132318	ENSG00000011426	ANLN	54443	protein_coding
8035040	ENSG00000011451	WIZ	58525	protein_coding
8157700	ENSG00000011454	RABGAP1	23637	protein_coding
7965410	ENSG00000011465	DCN	1634	protein_coding
8029744	ENSG00000011478	QPCTL	54814	protein_coding
8029814	ENSG00000011485	PPP5C	5536	protein_coding
8042326	ENSG00000011523	CEP68	23177	protein_coding
8051707	ENSG00000011566	MAP4K3	8491	protein_coding
8027947	ENSG00000011590	ZBTB32	27033	protein_coding
8036224	ENSG00000011600	TYROBP	7305	protein_coding
7993807	ENSG00000011638	TMEM159	57146	protein_coding
8175696	ENSG00000011677	GABRA3	2556	protein_coding
8015769	ENSG00000012048	BRCA1	672	protein_coding
8037579	ENSG00000012061	ERCC1	2067	protein_coding
8027837	ENSG00000012124	CD22	933	protein_coding
8079966	ENSG00000012171	SEMA3B	7869	protein_coding
8166382	ENSG00000012174	MBTPS2	51360	protein_coding
8172561	ENSG00000012211	PRICKLE3	4007	protein_coding
8086607	ENSG00000012223	LTF	4057	protein_coding
8145624	ENSG00000012232	EXTL3	2137	protein_coding
7957835	ENSG00000012504	NR1H4	9971	protein_coding
8127145	ENSG00000012660	ELOVL5	60481	protein_coding
7927215	ENSG00000012779	ALOX5	240	protein_coding
8177232	ENSG00000012817	KDM5D	8284	protein_coding
7963721	ENSG00000012822	CALCOCO1	57658	protein_coding
7976336	ENSG00000012963	UBR7	55148	protein_coding
7978997	ENSG00000012983	MAP4K5	11183	protein_coding
8041225	ENSG00000013016	EHD3	30845	protein_coding
8028756	ENSG00000013275	PSMC4	5704	protein_coding
8093916	ENSG00000013288	MAN2B2	23324	protein_coding
8092055	ENSG00000013293	SLC7A14	57709	protein_coding
8092053	ENSG00000013293	SLC7A14	57709	protein_coding
8083887	ENSG00000013297	CLDN11	5010	protein_coding
8016018	ENSG00000013306	SLC25A39	51629	protein_coding
7994659	ENSG00000013364	MVP	9961	protein_coding
8137414	ENSG00000013374	NUB1	51667	protein_coding
8127841	ENSG00000013375	PGM3	5238	protein_coding
8120927	ENSG00000013392	RWDD2A	112611	protein_coding
8058127	ENSG00000013441	CLK1	1195	protein_coding
7958275	ENSG00000013503	POLR3B	55703	protein_coding
7980327	ENSG00000013523	ANGEL1	23357	protein_coding
8108847	ENSG00000013561	RNF14	9604	protein_coding
8176076	ENSG00000013563	DNASE1L1	1774	protein_coding
7954655	ENSG00000013573	DDX11	1663	protein_coding
7961390	ENSG00000013583	HEBP1	50865	protein_coding
7954065	ENSG00000013588	GPRC5A	9052	protein_coding
8170420	ENSG00000013619	MAMLD1	10046	protein_coding
7940391	ENSG00000013725	CD6	923	protein_coding
8093500	ENSG00000013810	TACC3	10460	protein_coding
8121161	ENSG00000014123	UFL1	23376	protein_coding
7941214	ENSG00000014138	POLA2	23649	protein_coding
8153411	ENSG00000014164	ZC3H3	23144	protein_coding
7941179	ENSG00000014216	CAPN1	823	protein_coding
8082673	ENSG00000014257	ACP3	55	protein_coding
8042259	ENSG00000014641	MDH1	4190	protein_coding
8094848	ENSG00000014824	SLC30A9	10463	protein_coding
7919669	ENSG00000014914	MTMR11	10903	protein_coding
7935647	ENSG00000014919	COX15	1355	protein_coding
7980828	ENSG00000015133	CCDC88C	440193	protein_coding
7980773	ENSG00000015133	CCDC88C	440193	protein_coding
7962358	ENSG00000015153	YAF2	10138	protein_coding
7925792	ENSG00000015171	ZMYND11	10771	protein_coding
8167334	ENSG00000015285	WAS	7454	protein_coding
7997962	ENSG00000015413	DPEP1	1800	protein_coding
8074261	ENSG00000015475	BID	637	protein_coding
8139367	ENSG00000015520	NPC1L1	29881	protein_coding
8008297	ENSG00000015532	XYLT2	64132	protein_coding
8149898	ENSG00000015592	STMN4	81551	protein_coding
8139356	ENSG00000015676	NUDCD3	23386	protein_coding
8105220	ENSG00000016082	ISL1	3670	protein_coding
8088142	ENSG00000016391	CHDH	55349	protein_coding
8129837	ENSG00000016402	IL20RA	53832	protein_coding
7902721	ENSG00000016490	CLCA1	1179	protein_coding
7902738	ENSG00000016602	CLCA4	22802	protein_coding
8087985	ENSG00000016864	GLT8D1	55830	protein_coding
8082607	ENSG00000017260	ATP2C1	27032	protein_coding
7965873	ENSG00000017427	IGF1	3479	protein_coding
8172425	ENSG00000017483	SLC38A5	92745	protein_coding
8020100	ENSG00000017797	RALBP1	10928	protein_coding
8095545	ENSG00000018189	RUFY3	22902	protein_coding
7954899	ENSG00000018236	CNTN1	1272	protein_coding
8048283	ENSG00000018280	SLC11A1	6556	protein_coding
8091422	ENSG00000018408	WWTR1	25937	protein_coding
8046604	ENSG00000018510	AGPS	8540	protein_coding
8180338	ENSG00000018610	CXorf56	63932	protein_coding
8174677	ENSG00000018610	CXorf56	63932	protein_coding
7906501	ENSG00000018625	ATP1A2	477	protein_coding
8041360	ENSG00000018699	TTC27	55622	protein_coding
8039586	ENSG00000018869	ZNF582	147948	protein_coding
7952426	ENSG00000019102	VSIG2	23584	protein_coding
7944302	ENSG00000019144	PHLDB1	23187	protein_coding
8044773	ENSG00000019169	MARCO	8685	protein_coding
8067140	ENSG00000019186	CYP24A1	1591	protein_coding
7939569	ENSG00000019485	PRDM11	56981	protein_coding
7947590	ENSG00000019505	SYT13	57586	protein_coding
8150698	ENSG00000019549	SNAI2	6591	protein_coding
8115147	ENSG00000019582	CD74	972	protein_coding
8140556	ENSG00000019991	HGF	3082	protein_coding
7931226	ENSG00000019995	ZRANB1	54764	protein_coding
7899990	ENSG00000020129	NCDN	23154	protein_coding
8145865	ENSG00000020181	ADGRA2	25960	protein_coding
8137468	ENSG00000020219	CCT8L1P	NA	processed_pseudogene
8067094	ENSG00000020256	ZFP64	55734	protein_coding
7974799	ENSG00000020426	MNAT1	4331	protein_coding
7974425	ENSG00000020577	SAMD4A	23034	protein_coding
7913805	ENSG00000020633	RUNX3	864	protein_coding
7951046	ENSG00000020922	MRE11	4361	protein_coding
7942453	ENSG00000021300	PLEKHB1	58473	protein_coding
8123598	ENSG00000021355	SERPINB1	1992	protein_coding
8134655	ENSG00000021461	CYP3A43	64816	protein_coding
8035941	ENSG00000021488	SLC7A9	11136	protein_coding
8041236	ENSG00000021574	SPAST	6683	protein_coding
7976012	ENSG00000021645	NRXN3	9369	protein_coding
7945831	ENSG00000021762	OSBPL5	114879	protein_coding
7987325	ENSG00000021776	AQR	9716	protein_coding
8048026	ENSG00000021826	CPS1	1373	protein_coding
7916526	ENSG00000021852	C8B	732	protein_coding
8170119	ENSG00000022267	FHL1	2273	protein_coding
8063509	ENSG00000022277	RTF2	51507	protein_coding
8109663	ENSG00000022355	GABRA1	2554	protein_coding
8031398	ENSG00000022556	NLRP2	55655	protein_coding
8153262	ENSG00000022567	SLC45A4	57210	protein_coding
8153258	ENSG00000022567	SLC45A4	57210	protein_coding
7959173	ENSG00000022840	RNF10	9921	protein_coding
7976967	ENSG00000022976	ZNF839	55778	protein_coding
7936346	ENSG00000023041	ZDHHC6	64429	protein_coding
7944769	ENSG00000023171	GRAMD1B	57476	protein_coding
7945420	ENSG00000023191	RNH1	6050	protein_coding
8058428	ENSG00000023228	NDUFS1	4719	protein_coding
8150757	ENSG00000023287	RB1CC1	9821	protein_coding
8162833	ENSG00000023318	ERP44	23071	protein_coding
8080184	ENSG00000023330	ALAS1	211	protein_coding
7943413	ENSG00000023445	BIRC3	330	protein_coding
7968835	ENSG00000023516	AKAP11	11215	protein_coding
7923027	ENSG00000023572	GLRX2	51022	protein_coding
7974870	ENSG00000023608	SNAPC1	6617	protein_coding
7954185	ENSG00000023697	DERA	51071	protein_coding
7954173	ENSG00000023734	STRAP	11171	protein_coding
7929779	ENSG00000023839	ABCC2	1244	protein_coding
8118932	ENSG00000023892	DEF6	50619	protein_coding
7905116	ENSG00000023902	PLEKHO1	51177	protein_coding
7917779	ENSG00000023909	GCLM	2730	protein_coding
8119529	ENSG00000024048	UBR2	23304	protein_coding
8029950	ENSG00000024422	EHD2	30846	protein_coding
7916898	ENSG00000024526	DEPDC1	55635	protein_coding
8122327	ENSG00000024862	CCDC28A	25901	protein_coding
8128123	ENSG00000025039	RRAGD	58528	protein_coding
8121757	ENSG00000025156	HSF2	3298	protein_coding
8062213	ENSG00000025293	PHF20	51230	protein_coding
7956271	ENSG00000025423	HSD17B6	8630	protein_coding
7939751	ENSG00000025434	NR1H3	10062	protein_coding
8077103	ENSG00000025708	TYMP	1890	protein_coding
8074082	ENSG00000025770	NCAPH2	29781	protein_coding
8066461	ENSG00000025772	TOMM34	10953	protein_coding
8128650	ENSG00000025796	SEC63	11231	protein_coding
7899688	ENSG00000025800	KPNA6	23633	protein_coding
7926368	ENSG00000026025	VIM	7431	protein_coding
8064111	ENSG00000026036	RTEL1-TNFRSF6B	100533107	protein_coding
7929032	ENSG00000026103	FAS	355	protein_coding
8130768	ENSG00000026297	RNASET2	8635	protein_coding
7939341	ENSG00000026508	CD44	960	protein_coding
8067033	ENSG00000026559	KCNG1	3755	protein_coding
8067029	ENSG00000026559	KCNG1	3755	protein_coding
8130628	ENSG00000026652	AGPAT4	56895	protein_coding
8130641	ENSG00000026652	AGPAT4	56895	protein_coding
7906613	ENSG00000026751	SLAMF7	57823	protein_coding
8117458	ENSG00000026950	BTN3A1	11119	protein_coding
7970577	ENSG00000027001	MIPEP	4285	protein_coding
7974835	ENSG00000027075	PRKCH	5583	protein_coding
7921155	ENSG00000027644	INSRR	3645	protein_coding
8129861	ENSG00000027697	IFNGR1	3459	protein_coding
8110399	ENSG00000027847	B4GALT7	11285	protein_coding
7921144	ENSG00000027869	SH2D2A	9047	protein_coding
8042086	ENSG00000028116	VRK2	7444	protein_coding
7897877	ENSG00000028137	TNFRSF1B	7133	protein_coding
7957613	ENSG00000028203	VEZT	55591	protein_coding
8037123	ENSG00000028277	POU2F2	5452	protein_coding
8110734	ENSG00000028310	BRD9	65980	protein_coding
7984155	ENSG00000028528	SNX1	6642	protein_coding
8122182	ENSG00000028839	TBPL1	9519	protein_coding
7954527	ENSG00000029153	ARNTL2	56938	protein_coding
8129773	ENSG00000029363	BCLAF1	9774	protein_coding
7893504	ENSG00000029364	SLC39A9	55334	protein_coding
7975344	ENSG00000029364	SLC39A9	55334	protein_coding
8150439	ENSG00000029534	ANK1	286	protein_coding
8096281	ENSG00000029559	IBSP	3381	protein_coding
8130438	ENSG00000029639	TFB1M	51106	protein_coding
8004111	ENSG00000029725	RABEP1	9135	protein_coding
8170468	ENSG00000029993	HMGB3	3149	protein_coding
7947991	ENSG00000030066	NUP160	23279	protein_coding
8125766	ENSG00000030110	BAK1	578	protein_coding
8157173	ENSG00000030304	MUSK	4593	protein_coding
8058670	ENSG00000030419	IKZF2	22807	protein_coding
8007620	ENSG00000030582	GRN	2896	protein_coding
8114326	ENSG00000031003	FAM13B	51306	protein_coding
8081838	ENSG00000031081	ARHGAP31	57514	protein_coding
8120165	ENSG00000031691	CENPQ	55166	protein_coding
7903619	ENSG00000031698	SARS1	6301	protein_coding
8033075	ENSG00000031823	RANBP3	8498	protein_coding
7974621	ENSG00000032219	ARID4A	5926	protein_coding
8050060	ENSG00000032389	EIPR1	7260	protein_coding
8025199	ENSG00000032444	PNPLA6	10908	protein_coding
7967933	ENSG00000032742	IFT88	8100	protein_coding
